SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
6096,PA(17:0_14:1)+NH4,NL[115.00],NL[NH4+H2PO4],C0,2,48,535.4718625,381677.0625,535.4720865,-0.418349693,15.25774,
6457,PA(17:0_14:1)+NH4,C3 H8 O5 P1,GP+H-H2O,C2,2,28,155.0105203,32487.17969,155.0103895,0.84420306,15.606082,
6457,PA(17:0_14:1)+NH4,14:1+1.00,R1-OH,C1,2,33,209.1902941,35709.48828,209.1899915,1.446764922,15.606082,
6457,PA(17:0_14:1)+NH4,17:0+1.00,R2-OH,C1,2,36,253.2527872,24699.51172,253.2525915,0.772831244,15.606082,
6457,PA(17:0_14:1)+NH4,14:1+75.04,NL[R2+H2PO4+NH4],C01,2,39,283.2269443,8130.524902,283.2267715,0.610136888,15.606082,
6457,PA(17:0_14:1)+NH4,17:0+75.04,NL[R1+H2PO4+NH4],C01,2,41,327.2879355,5173.333008,327.2893715,-4.387448254,15.606082,
6457,PA(17:0_14:1)+NH4,NL[115.00],NL[NH4+H2PO4],C0,2,44,535.4721541,255687.1094,535.4720865,0.12624757,15.606082,
6563,PA(17:0_14:1)+NH4,C3 H8 O5 P1,GP+H-H2O,C2,2,29,155.0098887,23269.64063,155.0103895,-3.230605161,15.955392,
6563,PA(17:0_14:1)+NH4,14:1+1.00,R1-OH,C1,2,32,209.1903441,22810.89063,209.1899915,1.685748523,15.955392,
6563,PA(17:0_14:1)+NH4,17:0+1.00,R2-OH,C1,2,33,253.2521861,14948.08105,253.2525915,-1.600644787,15.955392,
6563,PA(17:0_14:1)+NH4,14:1+75.04,NL[R2+H2PO4+NH4],C01,2,34,283.2280964,3545.072021,283.2267715,4.677816846,15.955392,
6563,PA(17:0_14:1)+NH4,17:0+75.04,NL[R1+H2PO4+NH4],C01,2,36,327.2882233,3869.04834,327.2893715,-3.50808792,15.955392,
6563,PA(17:0_14:1)+NH4,NL[115.00],NL[NH4+H2PO4],C0,2,41,535.4707694,183151.4375,535.4720865,-2.459548904,15.955392,
6667,PA(17:0_14:1)+NH4,C3 H8 O5 P1,GP+H-H2O,C2,2,29,155.0099055,21768.2832,155.0103895,-3.122066882,16.302387,
6667,PA(17:0_14:1)+NH4,14:1+1.00,R1-OH,C1,2,32,209.1895741,24470.03711,209.1899915,-1.99530111,16.302387,
6667,PA(17:0_14:1)+NH4,17:0+1.00,R2-OH,C1,2,33,253.2522656,11725.56445,253.2525915,-1.286757509,16.302387,
6667,PA(17:0_14:1)+NH4,14:1+75.04,NL[R2+H2PO4+NH4],C01,2,34,283.2270895,4126.979004,283.2267715,1.122749902,16.302387,
6667,PA(17:0_14:1)+NH4,NL[115.00],NL[NH4+H2PO4],C0,2,36,535.4707114,158530.6719,535.4720865,-2.567926934,16.302387,
6772,PA(17:0_14:1)+NH4,C3 H8 O5 P1,GP+H-H2O,C2,2,19,155.0097942,14558.52051,155.0103895,-3.839964303,16.651904,
6772,PA(17:0_14:1)+NH4,14:1+1.00,R1-OH,C1,2,21,209.1900875,16731.41602,209.1899915,0.459251047,16.651904,
6772,PA(17:0_14:1)+NH4,17:0+1.00,R2-OH,C1,2,24,253.2518314,9017.776367,253.2525915,-3.001110483,16.651904,
6772,PA(17:0_14:1)+NH4,NL[115.00],NL[NH4+H2PO4],C0,2,26,535.4698563,124939.2344,535.4720865,-4.164820196,16.651904,
6877,PA(17:0_14:1)+NH4,C3 H8 O5 P1,GP+H-H2O,C2,2,25,155.0100182,12209.26563,155.0103895,-2.395422996,17.001259,
6877,PA(17:0_14:1)+NH4,14:1+1.00,R1-OH,C1,2,28,209.1894106,15064.0459,209.1899915,-2.776545249,17.001259,
6877,PA(17:0_14:1)+NH4,17:0+1.00,R2-OH,C1,2,30,253.2526639,8823.753906,253.2525915,0.285983678,17.001259,
6877,PA(17:0_14:1)+NH4,NL[115.00],NL[NH4+H2PO4],C0,2,33,535.4706788,112456.0156,535.4720865,-2.628903776,17.001259,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
7962,DG(17:0_17:0)+H,C7 H11,C7H11,C2,2,14,95.08595678,10722.12267,95.08552647,4.525517984,19.822846,
7962,DG(17:0_17:0)+H,C8 H13,C8H13,C2,2,17,109.1016642,6826.358262,109.1011765,4.470382374,19.822846,
7962,DG(17:0_17:0)+H,C8 H15,C8H15,C2,2,18,111.1167514,3207.027929,111.1168265,-0.675748095,19.822846,
7962,DG(17:0_17:0)+H,C9 H15,C9H15,C2,2,19,123.1171025,3230.268101,123.1168265,2.242246189,19.822846,
7962,DG(17:0_17:0)+H,NL[17:0+18.01],M-R1OH,C01,2,23,327.2893503,20513.52073,327.2893715,-0.06467886,19.822846,
7962,DG(17:0_17:0)+H,NL[17:0+18.01],M-R2OH,C01,2,23,327.2893503,20513.52073,327.2893715,-0.06467886,19.822846,
7962,DG(17:0_17:0)+H,NL[18.01],M-OH,C0,2,25,579.5323238,4566.368147,579.5346865,-4.076912127,19.822846,
8061,DG(17:0_17:0)+H,C7 H11,C7H11,C2,2,14,95.08595678,19485.31836,95.08552647,4.525517984,19.822836,
8061,DG(17:0_17:0)+H,C8 H13,C8H13,C2,2,17,109.1016642,12405.54395,109.1011765,4.470382374,19.822836,
8061,DG(17:0_17:0)+H,C8 H15,C8H15,C2,2,18,111.1167514,5828.133301,111.1168265,-0.675748095,19.822836,
8061,DG(17:0_17:0)+H,C9 H15,C9H15,C2,2,19,123.1171025,5870.367676,123.1168265,2.242246189,19.822836,
8061,DG(17:0_17:0)+H,NL[17:0+18.01],M-R1OH,C01,2,23,327.2893503,37279.23047,327.2893715,-0.06467886,19.822836,
8061,DG(17:0_17:0)+H,NL[17:0+18.01],M-R2OH,C01,2,23,327.2893503,37279.23047,327.2893715,-0.06467886,19.822836,
8061,DG(17:0_17:0)+H,NL[18.01],M-OH,C0,2,25,579.5323238,8298.462891,579.5346865,-4.076912127,19.822836,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
9511,TG(15:0_15:0_18:1)+NH4+D7:(s),C9 H13,C9H13,C2,2,0,121.1006644,8362.191792,121.1011765,-4.228218984,24.040698,
9511,TG(15:0_15:0_18:1)+NH4+D7:(s),C9 H15,C9H15,C2,2,1,123.1163672,12142.01638,123.1168265,-3.730278729,24.040698,
9511,TG(15:0_15:0_18:1)+NH4+D7:(s),C10 H15,C10H15,C2,2,2,135.1161656,9537.812634,135.1168265,-4.891040303,24.040698,
9511,TG(15:0_15:0_18:1)+NH4+D7:(s),C10 H17,C10H17,C2,2,3,137.1319594,8934.721019,137.1324765,-3.770551386,24.040698,
9511,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+1.00,R3-OH,C1,2,4,225.2209522,31111.66303,225.2212915,-1.506494034,24.040698,
9511,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+1.00,R2-OH,C1,2,4,225.2209522,31111.66303,225.2212915,-1.506494034,24.040698,
9511,TG(15:0_15:0_18:1)+NH4+D7:(s),18:1+D7:(s)+1.00,R1-OH,C1,2,6,272.2961104,18216.76407,272.2965305,-1.542525697,24.040698,
9511,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+75.04_13C1,MG(R3)-OH_13C1,ISO,2,7,300.2604212,5376.393902,300.2614265,-3.347885223,24.040698,
9511,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+75.04_13C1,MG(R2)-OH_13C1,ISO,2,7,300.2604212,5376.393902,300.2614265,-3.347885223,24.040698,
9511,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[18:1+D7:(s)+35.03],M-R1OH,C01,2,8,523.471333,21838.16569,523.4720865,-1.439290581,24.040698,
9511,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[15:0+35.03],M-R2OH,C01,2,9,570.5466536,40209.63037,570.5473255,-1.177595387,24.040698,
9511,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[15:0+35.03],M-R3OH,C01,2,9,570.5466536,40209.63037,570.5473255,-1.177595387,24.040698,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),C7 H11,C7H11,C2,2,14,95.08597512,82375.53906,95.08552647,4.718367023,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),C8 H13,C8H13,C2,2,21,109.1014947,55055.53906,109.1011765,2.917197235,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),C8 H15,C8H15,C2,2,23,111.1171987,25262.93359,111.1168265,3.350014642,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),C9 H13,C9H13,C2,2,24,121.1013657,19020.71484,121.1011765,1.562950585,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),C9 H15,C9H15,C2,2,25,123.1172667,22938.375,123.1168265,3.575475606,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),C9 H17,C9H17,C2,2,26,125.1326099,9617.229492,125.1324765,1.066378994,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),C10 H15,C10H15,C2,2,27,135.1165644,22881.98633,135.1168265,-1.939813939,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),C10 H17,C10H17,C2,2,28,137.132554,12283.31543,137.1324765,0.565413665,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),C11 H17,C11H17,C2,2,29,149.132145,10985.02344,149.1324765,-2.222599211,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),C11 H19,C11H19,C2,2,30,151.1476627,4269.754395,151.1481265,-3.067996649,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+1.00,R3-OH,C1,2,38,225.2215096,44442.01563,225.2212915,0.968316359,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+1.00,R2-OH,C1,2,38,225.2215096,44442.01563,225.2212915,0.968316359,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),18:1+D7:(s)+1.00,R1-OH,C1,2,41,272.2959831,32174.62891,272.2965305,-2.010258646,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+75.04,MG(R3)-OH,C2,2,44,299.257682,11701.00781,299.2580715,-1.301487634,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+75.04,MG(R2)-OH,C2,2,44,299.257682,11701.00781,299.2580715,-1.301487634,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[18:1+D7:(s)+35.03],M-R1OH,C01,2,48,523.4721485,114985.3516,523.4720865,0.118518695,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[15:0+35.03],M-R2OH,C01,2,49,570.5469001,238000.1563,570.5473255,-0.745476484,23.919109,
9738,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[15:0+35.03],M-R3OH,C01,2,49,570.5469001,238000.1563,570.5473255,-0.745476484,23.919109,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),C9 H13,C9H13,C2,2,2,121.1006644,8091.95166,121.1011765,-4.228218984,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),C9 H15,C9H15,C2,2,4,123.1163672,11749.62402,123.1168265,-3.730278729,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),C10 H15,C10H15,C2,2,7,135.1161656,9229.580078,135.1168265,-4.891040303,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),C10 H17,C10H17,C2,2,9,137.1319594,8645.978516,137.1324765,-3.770551386,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+1.00,R3-OH,C1,2,18,225.2209522,30106.23047,225.2212915,-1.506494034,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+1.00,R2-OH,C1,2,18,225.2209522,30106.23047,225.2212915,-1.506494034,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+1.00_13C1,R3-OH_13C1,ISO,2,19,226.2243484,27903.17578,226.2246465,-1.317756711,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+1.00_13C1,R2-OH_13C1,ISO,2,19,226.2243484,27903.17578,226.2246465,-1.317756711,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),18:1+D7:(s)+1.00,R1-OH,C1,2,25,272.2961104,17628.05469,272.2965305,-1.542525697,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),18:1+D7:(s)+1.00_13C1,R1-OH_13C1,ISO,2,26,273.2991953,22322.81641,273.2998855,-2.525252669,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),18:1+D7:(s)+1.00_13C2,R1-OH_13C2,ISO,2,27,274.3027999,14262.05566,274.3032405,-1.606274009,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+75.04_13C1,MG(R3)-OH_13C1,ISO,2,28,300.2604212,5202.645508,300.2614265,-3.347885223,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+75.04_13C1,MG(R2)-OH_13C1,ISO,2,28,300.2604212,5202.645508,300.2614265,-3.347885223,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[18:1+D7:(s)+35.03],M-R1OH,C01,2,31,523.471333,21132.42383,523.4720865,-1.439290581,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[18:1+D7:(s)+35.03]_13C1,M-R1OH_13C1,ISO,2,32,524.4753669,85039.03125,524.4754415,-0.142264115,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[18:1+D7:(s)+35.03]_13C2,M-R1OH_13C2,ISO,2,33,525.4788261,152960.625,525.4787965,0.056390786,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[15:0+35.03],M-R2OH,C01,2,35,570.5466536,38910.17969,570.5473255,-1.177595387,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[15:0+35.03],M-R3OH,C01,2,35,570.5466536,38910.17969,570.5473255,-1.177595387,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[15:0+35.03]_13C1,M-R2OH_13C1,ISO,2,36,571.5501633,205793.5625,571.5506805,-0.904832789,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[15:0+35.03]_13C1,M-R3OH_13C1,ISO,2,36,571.5501633,205793.5625,571.5506805,-0.904832789,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[15:0+35.03]_13C2,M-R2OH_13C2,ISO,2,37,572.5539237,438471.75,572.5540355,-0.195161446,24.040688,
9775,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[15:0+35.03]_13C2,M-R3OH_13C2,ISO,2,37,572.5539237,438471.75,572.5540355,-0.195161446,24.040688,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),C7 H11,C7H11,C2,2,16,95.08588785,241227,95.08552647,3.800564222,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),C8 H11,C8H11,C2,2,19,107.0860294,14251.08105,107.0855265,4.696198629,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),C8 H13,C8H13,C2,2,20,109.1014725,142634.1406,109.1011765,2.713364324,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),C8 H15,C8H15,C2,2,21,111.1172189,41297.37891,111.1168265,3.531853357,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),C9 H13,C9H13,C2,2,24,121.1015737,55921.41797,121.1011765,3.280396411,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),C9 H15,C9H15,C2,2,26,123.1171258,68852.64844,123.1168265,2.43160977,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),C9 H17,C9H17,C2,2,27,125.1328362,17345.07227,125.1324765,2.87462135,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),C10 H15,C10H15,C2,2,28,135.1167262,56534.37109,135.1168265,-0.742281646,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),C10 H17,C10H17,C2,2,29,137.1327767,43702.64063,137.1324765,2.189476628,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),C11 H17,C11H17,C2,2,31,149.1326567,22003.64453,149.1324765,1.208564627,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),C11 H19,C11H19,C2,2,32,151.1483302,23493.8125,151.1481265,1.347716139,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+1.00,R3-OH,C1,2,37,225.2210972,166977.3281,225.2212915,-0.862439626,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+1.00,R2-OH,C1,2,37,225.2210972,166977.3281,225.2212915,-0.862439626,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),18:1+D7:(s)+1.00,R1-OH,C1,2,39,272.2963521,102548.25,272.2965305,-0.65499235,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+75.04,MG(R3)-OH,C2,2,40,299.2579427,29520.94922,299.2580715,-0.430162716,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),15:0+75.04,MG(R2)-OH,C2,2,40,299.2579427,29520.94922,299.2580715,-0.430162716,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[18:1+D7:(s)+35.03],M-R1OH,C01,2,44,523.4723155,372082.0625,523.4720865,0.437602406,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[15:0+35.03],M-R2OH,C01,2,46,570.5468256,788364.5,570.5473255,-0.876190349,24.262944,
9841,TG(15:0_15:0_18:1)+NH4+D7:(s),NL[15:0+35.03],M-R3OH,C01,2,46,570.5468256,788364.5,570.5473255,-0.876190349,24.262944,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
1584,Ch+NH4,M+H-H2O,M+H-H2O,C01,2,9,404.3870833,25850.32901,404.3886905,-3.974193594,5.393619,
1584,Ch+NH4,Ch+NH4,Ch+NH4,,2,9,404.3870833,25850.32901,404.3886905,-3.974193594,5.393619,
1921,Ch+NH4,M+H-H2O,M+H-H2O,C01,2,9,404.3870833,13737.42285,404.3886905,-3.974193594,5.393609,
1921,Ch+NH4,Ch+NH4,Ch+NH4,,2,9,404.3870833,13737.42285,404.3886905,-3.974193594,5.393609,
1921,Ch+NH4,Ch+NH4,Ch+NH4,,2,9,404.3870833,13737.42285,404.3886905,-3.974193594,5.393609,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
744,LPA(17:1)+H,17:1+75.04,NL[PA],C0,2,35,325.2741228,100126.9785,325.2737215,1.233689465,3.2734879,
1126,LPA(17:1)+H,17:1+75.04,NL[PA],C0,2,35,325.2741228,79312.00781,325.2737215,1.233689465,3.2734779,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
781,LPC(17:1)+H,C5 H14 N1 O1,C5H14N1O1,C2,2,2,104.1074965,6686151.761,104.1069905,4.860441763,2.9850118,
781,LPC(17:1)+H,C2 H6 O4 P1,C2H6O4P1,C0,2,4,125.0001021,144761.0726,124.9998245,2.221197877,2.9850118,
781,LPC(17:1)+H,C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,5,184.0734835,7185867.092,184.0733235,0.869393771,2.9850118,
781,LPC(17:1)+H,17:1+75.04,NL[PC],C0,2,7,325.272905,86968.08585,325.2737215,-2.509948409,2.9850118,
781,LPC(17:1)+H,17:1+75.04_13C1,NL[PC]_13C1,ISO,2,8,326.2760911,88523.54875,326.2770765,-3.019961817,2.9850118,
781,LPC(17:1)+H,17:1+75.04_13C2,NL[PC]_13C2,ISO,2,9,327.280949,140613.4782,327.2804315,1.581438565,2.9850118,
783,LPC(17:1)+H,C2 H6 O4 P1,C2H6O4P1,C0,2,5,125.0001982,4431.811744,124.9998245,2.989903757,2.820904872,
783,LPC(17:1)+H,C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,6,184.0735445,300135.1675,184.0733235,1.200932056,2.820904872,
783,LPC(17:1)+H,C5 H15 N1 O4 P1_13C1,(P-Cho)+H_13C1,ISO,2,7,185.0770735,164723.1849,185.0766785,2.134367021,2.820904872,
783,LPC(17:1)+H,17:1+75.04_13C1,NL[PC]_13C1,ISO,2,9,326.2761126,7019.958033,326.2770765,-2.954191754,2.820904872,
783,LPC(17:1)+H,17:1+75.04_13C2,NL[PC]_13C2,ISO,2,10,327.2807108,4061.729401,327.2804315,0.85355516,2.820904872,
967,LPC(17:1)+H,C2 H6 O4 P1,C2H6O4P1,C0,2,18,125.0002155,14589.43359,124.9998245,3.127880148,2.7630263,
967,LPC(17:1)+H,C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,26,184.0735719,1144548.5,184.0733235,1.34973747,2.7630263,
967,LPC(17:1)+H,C5 H15 N1 O4 P1_13C1,(P-Cho)+H_13C1,ISO,2,27,185.0770557,627640.875,185.0766785,2.038416698,2.7630263,
967,LPC(17:1)+H,17:1+75.04,NL[PC],C0,2,34,325.2743704,29217.66992,325.2737215,1.994965712,2.7630263,
967,LPC(17:1)+H,17:1+75.04_13C1,NL[PC]_13C1,ISO,2,35,326.2775274,190914.7344,326.2770765,1.382092057,2.7630263,
1037,LPC(17:1)+H,C5 H14 N1 O1,C5H14N1O1,C2,2,14,104.1074965,3.27E+07,104.1069905,4.860441763,2.9850018,
1037,LPC(17:1)+H,C5 H14 N1 O1_13C1,C5H14N1O1_13C1,ISO,2,16,105.1107622,1.07E+07,105.1103455,3.964263928,2.9850018,
1037,LPC(17:1)+H,C2 H6 O4 P1,C2H6O4P1,C0,2,19,125.0001021,708056.625,124.9998245,2.221197877,2.9850018,
1037,LPC(17:1)+H,C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,23,184.0734835,3.51E+07,184.0733235,0.869393771,2.9850018,
1037,LPC(17:1)+H,C5 H15 N1 O4 P1_13C1,(P-Cho)+H_13C1,ISO,2,24,185.0769701,1.43E+07,185.0766785,1.575953352,2.9850018,
1037,LPC(17:1)+H,17:1+75.04,NL[PC],C0,2,29,325.272905,425379.0625,325.2737215,-2.509948409,2.9850018,
1037,LPC(17:1)+H,17:1+75.04_13C1,NL[PC]_13C1,ISO,2,30,326.2760911,432987.1563,326.2770765,-3.019961817,2.9850018,
1037,LPC(17:1)+H,17:1+75.04_13C2,NL[PC]_13C2,ISO,2,31,327.280949,687769.875,327.2804315,1.581438565,2.9850018,
1077,LPC(17:1)+H,C5 H12 N1_13C1,C5H12N1_13C1,ISO,2,11,87.10018068,141939.5156,87.09978047,4.594797395,3.1149457,
1077,LPC(17:1)+H,C5 H12 N1_13C1,C5H12N_13C1,ISO,2,11,87.10018068,141939.5156,87.09978047,4.594797395,3.1149457,
1077,LPC(17:1)+H,C5 H14 N1 O1_13C1,C5H14N1O1_13C1,ISO,2,15,105.1107872,1665866.25,105.1103455,4.20231061,3.1149457,
1077,LPC(17:1)+H,C2 H6 O4 P1,C2H6O4P1,C0,2,18,125.0001982,45022.69922,124.9998245,2.989903757,3.1149457,
1077,LPC(17:1)+H,C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,21,184.0735445,3049068,184.0733235,1.200932056,3.1149457,
1077,LPC(17:1)+H,C5 H15 N1 O4 P1_13C1,(P-Cho)+H_13C1,ISO,2,22,185.0770735,1673420,185.0766785,2.134367021,3.1149457,
1077,LPC(17:1)+H,17:1+75.04_13C1,NL[PC]_13C1,ISO,2,28,326.2761126,71315.63281,326.2770765,-2.954191754,3.1149457,
1077,LPC(17:1)+H,17:1+75.04_13C2,NL[PC]_13C2,ISO,2,29,327.2807108,41263.03906,327.2804315,0.85355516,3.1149457,
1145,LPC(17:1)+H,C5 H14 N1 O1,C5H14N1O1,C2,2,5,104.1074953,3.72E+07,104.1069905,4.84930802,3.3355369,
1145,LPC(17:1)+H,C2 H6 O4 P1,C2H6O4P1,C0,2,6,125.0001797,823208.0625,124.9998245,2.841837203,3.3355369,
1145,LPC(17:1)+H,C5 H15 N1 O4 P1,(P-Cho)+H,C0,2,10,184.0734675,4.65E+07,184.0733235,0.782696468,3.3355369,
1145,LPC(17:1)+H,17:1+75.04,NL[PC],C0,2,12,325.2737168,914588.625,325.2737215,-0.014225467,3.3355369,
1145,LPC(17:1)+H,LPC(17:1)+H,LPC(17:1)+H,,2,15,508.3402606,2429919,508.3397685,0.968067638,3.3355369,
1145,LPC(17:1)+H,LPC(17:1)+H,LPC(17:1)+H,,2,15,508.3402606,2429919,508.3397685,0.968067638,3.3355369,
1145,LPC(17:1)+H,LPC(17:1)+H,LPC(17:1)+H,,2,15,508.3402606,2429919,508.3397685,0.968067638,3.3355369,
1145,LPC(17:1)+H,LPC(17:1)+H,LPC(17:1)+H,,2,15,508.3402606,2429919,508.3397685,0.968067638,3.3355369,
1145,LPC(17:1)+H,LPC(17:1)+H,LPC(17:1)+H,,2,15,508.3402606,2429919,508.3397685,0.968067638,3.3355369,
,,,,,,,,,,,,
SpecId,LipidIon,ProName,ProKey,Category,Level,PeakIdx,ObsMz,ObsIty,CalcMz,Delta(ppm),MS2RT,Quant Group
770,LPG(17:1)+H,C8 H11,C8H11,C2,2,13,107.0859825,71883.65139,107.0855265,4.258333664,2.8052593,
770,LPG(17:1)+H,C8 H13,C8H13,C2,2,14,109.1016392,178648.5359,109.1011765,4.241654353,2.8052593,
770,LPG(17:1)+H,C8 H15,C8H15,C2,2,15,111.117286,95431.82463,111.1168265,4.135400639,2.8052593,
770,LPG(17:1)+H,C9 H13,C9H13,C2,2,16,121.1016463,204854.3848,121.1011765,3.879220963,2.8052593,
770,LPG(17:1)+H,C9 H15,C9H15,C2,2,17,123.1172289,87248.98455,123.1168265,3.268778093,2.8052593,
770,LPG(17:1)+H,C10 H15,C10H15,C2,2,18,135.1170522,222000.6381,135.1168265,1.670698068,2.8052593,
770,LPG(17:1)+H,C10 H17,C10H17,C2,2,19,137.1327771,77614.92686,137.1324765,2.192258465,2.8052593,
770,LPG(17:1)+H,C11 H17,C11H17,C2,2,20,149.1329592,112036.6488,149.1324765,3.236817192,2.8052593,
770,LPG(17:1)+H,17:1+75.04,NL[PG],C0,2,28,325.273982,5080195.596,325.2737215,0.800992226,2.8052593,
980,LPG(17:1)+H,C8 H11,C8H11,C2,2,21,107.0859825,33602.37109,107.0855265,4.258333664,2.8052493,
980,LPG(17:1)+H,C8 H13,C8H13,C2,2,22,109.1016392,83510.14844,109.1011765,4.241654353,2.8052493,
980,LPG(17:1)+H,C8 H15,C8H15,C2,2,24,111.117286,44610.08203,111.1168265,4.135400639,2.8052493,
980,LPG(17:1)+H,C9 H13,C9H13,C2,2,26,121.1016463,95760.20313,121.1011765,3.879220963,2.8052493,
980,LPG(17:1)+H,C9 H15,C9H15,C2,2,27,123.1172289,40784.97266,123.1168265,3.268778093,2.8052493,
980,LPG(17:1)+H,C10 H15,C10H15,C2,2,31,135.1170522,103775.3047,135.1168265,1.670698068,2.8052493,
980,LPG(17:1)+H,C10 H17,C10H17,C2,2,34,137.1327771,36281.48438,137.1324765,2.192258465,2.8052493,
980,LPG(17:1)+H,C11 H17,C11H17,C2,2,37,149.1329592,52372.08984,149.1324765,3.236817192,2.8052493,
