Molecule List,Molecule,Mean Best Retention Time,Stdev Best Retention Time,Cv Best Retention Time,Mean Total Area,Stdev Total Area,Cv Total Area,Precursor Mz,Precursor Adduct,9- Sum Total Area,11- Sum Total Area,13- Sum Total Area,15- Sum Total Area,18- Sum Total Area,20- Sum Total Area,22- Sum Total Area,24- Sum Total Area,26 Sum Total Area
TG,TG(26:0_15:1),21.33,0.04,0.20%,11157951,9675506,86.70%,724.644966,[M+NH4],1496996,16062686,4744946,8697105,3320813,1458736,25709138,25753848,13177294
TG,TG(16:0_18:1_18:2),24.11,0.04,0.20%,116864047,101378422,86.70%,874.785817,[M+NH4],268773120,#N/A,65236532,#N/A,72326448,61120088,#N/A,#N/A,#N/A
PG,PG(18:1_18:1),15.44,0.05,0.30%,46714044,40660173,87%,792.574912,[M+NH4],7409313,9362676,12432039,108864272,35125240,8091503,94872832,69847392,74421128
MePC,MePC(40:2),19.47,0.05,0.30%,2407828,2094461,87%,857.686807,[M+H],418631,731909,2505499,4363394,2446743,791211,635947,6681903,3095216
PC,PC(33:1),14.55,0.17,1.20%,5531956,4825745,87.20%,746.569432,[M+H],1586170,3191894,91137,3942515,10144310,1891805,10672677,13941568,4325531
Hex1Cer,Hex1Cer(d15:0_20:3),14.5,0.09,0.60%,1881156,1644934,87.40%,710.556545,[M+H],1372705,1113914,1782591,5377995,1124183,#N/A,2105164,291537,#N/A
LPC,LPC(15:0),2.72,0.05,1.70%,1792908,1566444,87.40%,482.324116,[M+H],2796405,2562810,1791348,3870343,839335,70029,3901829,198997,105077
Cer,Cer(d16:0_21:1),17.48,0.03,0.20%,8323867,7288559,87.60%,580.566321,[M+H],1938000,833478,1798529,15850334,13431808,13931580,617448,18881642,7631980
PC,PC(19:0_16:0),18.16,0.07,0.40%,6653596,5841596,87.80%,776.616382,[M+H],2263047,872177,3800271,15087245,2739630,#N/A,10336015,3303721,14826665
PC,PC(38:5),14.58,0.02,0.20%,11509607,10118081,87.90%,808.585082,[M+H],3803723,17913944,6565866,31558690,12256081,1748864,#N/A,15538524,2691161
TG,TG(16:0_16:0_16:1),24.03,0.01,0.10%,120657187,106314638,88.10%,822.754517,[M+NH4],107072368,64096860,#N/A,#N/A,#N/A,37271712,#N/A,274187808,#N/A
MePC,MePC(25:0),3.49,0.02,0.60%,2513138,2213034,88.10%,651.483356,[M+H],431965,877665,263068,4593194,2961487,813411,4188476,#N/A,5975839
Cer,Cer(d18:1_24:1),19.96,0.01,0.10%,7047929,6209825,88.10%,648.628922,[M+H],3501653,4776058,2137938,17523098,6064824,2392398,5419602,3619220,17996574
PE,PE(20:2_18:1),14.63,0.03,0.20%,28613005,25222805,88.20%,770.569432,[M+H],18955282,23557466,845428,18995378,22906028,17776432,16915404,51562332,86003296
TG,TG(30:4_6:0_18:2),23.08,0.21,0.90%,98682311,87040262,88.20%,896.770167,[M+NH4],22079954,28630606,35703660,237719168,21598296,31835818,191801072,152908016,165864208
PC,PC(O-20:5_18:1),15.7,0.09,0.60%,34816946,30737298,88.30%,792.590167,[M+H],#N/A,6059792,#N/A,#N/A,#N/A,31180222,67210824,#N/A,#N/A
PI,PI(46:1),20.62,0.02,0.10%,2147143,1902103,88.60%,1022.763106,[M+NH4],72352,831505,219952,3880655,1106313,619935,4231245,4460004,3902329
MePC,MePC(39:2),18.95,0.03,0.20%,3294688,2923719,88.70%,843.671157,[M+H],340418,1016801,229008,7888339,524582,3880337,4740209,4103472,6929025
PI,PI(16:0_19:0),16.28,0.1,0.60%,3304902,2958893,89.50%,870.606606,[M+NH4],1633018,1491968,#N/A,#N/A,897963,1635185,7597529,#N/A,6573749
PEt,PEt(P-15:2_18:2),15.88,0.02,0.10%,2342229,2096524,89.50%,673.477897,[M+Li],1093858,801462,#N/A,#N/A,1381404,1589513,799123,5748120,4982124
PC,PC(37:2),18.26,0.02,0.10%,16375264,14716684,89.90%,800.616382,[M+H],7388375,36512000,#N/A,#N/A,17918292,3682388,#N/A,#N/A,#N/A
PC,PC(44:3),20.25,0.03,0.20%,1983385,1784882,90%,896.710282,[M+H],773160,2385549,2181641,772797,1240573,1724678,#N/A,6093334,695347
WE,WE(O-6:0_20:4),7.85,0.04,0.60%,3362716,3027639,90%,411.323352,[M+Na],226407,1350692,#N/A,#N/A,363558,5647953,6817321,#N/A,5770364
BisMePA,BisMePA(33:5),14.1,0.04,0.30%,12955794,11669551,90.10%,698.475532,[M+NH4],29365496,#N/A,5542230,#N/A,11742287,25301368,#N/A,2579661,3203724
PG,PG(O-16:1_22:5),13.88,0.04,0.30%,8739912,7883232,90.20%,798.564347,[M+NH4],1424761,1230185,9523035,24869116,7745544,10030014,246092,7731806,15858653
TG,TG(8:0_10:0_12:0),16.06,0.04,0.30%,11245101,10148299,90.20%,572.488466,[M+NH4],2217756,4140080,9967787,26239930,2386902,4074865,6142004,18998628,27037956
TG,TG(17:1_18:1_18:1),24.23,0.06,0.30%,2075220,1874036,90.30%,888.801467,[M+NH4],3886646,1336072,248348,#N/A,4268870,636166,#N/A,#N/A,#N/A
DG,DG(P-11:0_16:1),9.36,0.03,0.40%,2473996,2241419,90.60%,498.451686,[M+NH4],364827,6542990,575553,5340036,1648300,123970,3127958,2842900,1699434
PI,PI(32:1),13.71,0.03,0.20%,3921586,3584931,91.40%,826.544005,[M+NH4],516985,5265742,1539235,2365479,6008748,4314549,11991381,2461728,830430
PI,PI(16:0_18:0),15.8,0.02,0.20%,7852122,7186104,91.50%,856.590956,[M+NH4],5578825,4225722,12523163,#N/A,506418,1965475,3208040,13619062,21190274
Cer,Cer(d16:0_21:0),18.48,0.05,0.30%,2058408,1884696,91.60%,582.581972,[M+H],110953,511957,3840577,4267748,3112527,506688,#N/A,#N/A,#N/A
PE,PE(15:1_15:0),13.11,0.02,0.20%,41512409,38083207,91.70%,662.475531,[M+H],61688360,1560591,42632,#N/A,4330572,58676076,#N/A,82002144,82286488
PE,PE(15:0_16:1),14.1,0.05,0.30%,114663592,106050769,92.50%,676.491181,[M+H],225956176,220388384,#N/A,#N/A,103968944,14993756,#N/A,#N/A,8010700
DG,DG(18:3_18:3),14.89,0.02,0.20%,24709161,22865601,92.50%,630.509201,[M+NH4],46758280,6712062,61542316,42676148,6784983,8849259,40948272,5372579,2738547
PC,PC(17:3_18:1),13.9,0.06,0.50%,2336981,2170816,92.90%,768.553782,[M+H],1134977,914286,2182394,#N/A,1795443,6603360,3572942,155463,#N/A
PC,PC(O-35:2),16.83,0.05,0.30%,10162804,9441593,92.90%,758.605817,[M+H],5506941,3656699,9958307,27361236,5111886,1134833,#N/A,#N/A,18409726
TG,TG(13:0_19:1_19:1)+O:(s),22.29,0.05,0.20%,3345073,3113296,93.10%,883.736127,[M+Na],1331917,665839,#N/A,4159617,928080,703789,3022190,7685954,8263201
PI,PI(O-16:0_18:1),15.9,0.04,0.20%,9368218,8744910,93.30%,823.569491,[M+H],5085300,7457363,644799,13585129,3164781,2259963,16783904,25964504,#N/A
TG,TG(18:2_18:1)+O:(s),12.24,0.04,0.30%,4269699,4009312,93.90%,671.485725,[M+Na],2062657,1786363,1987491,8057146,201264,3532991,10394259,638581,9766542
PC,PC(O-40:6),16.31,0.06,0.30%,10911487,10276433,94.20%,820.621467,[M+H],2798567,2608237,6156041,15647392,2487263,998259,27163446,14687984,25656194
MGDG,MGDG(18:1_15:0),16.47,0.07,0.50%,14919512,14071611,94.30%,765.54872,[M+Na],18499198,1510357,15025161,18647320,677005,358427,#N/A,23398440,41240188
CerP,CerP(d32:0),12.56,0.03,0.20%,2645229,2497071,94.40%,592.470052,[M+H],413294,846093,1674692,5072785,426098,1122441,7647918,4222966,2380772
TG,TG(16:0_16:1_20:4),23.08,0.16,0.70%,99678882,94275235,94.60%,870.754517,[M+NH4],39626548,225692880,18797750,208284800,13144294,27165828,12360529,201052144,150985168
TG,TG(30:0_14:2),21.8,0.03,0.20%,4754003,4500495,94.70%,769.631661,[M+Na],217255,217812,9207,8662088,451980,6670018,6205514,10116079,10236070
DG,DG(O-17:2_16:1),15.51,0.06,0.40%,8439073,8008088,94.90%,563.503387,[M+H],1191683,5380218,1695399,9046503,701633,3258172,20855754,20141670,13680628
PI,PI(O-33:1),14.97,0.03,0.20%,4228161,4025507,95.20%,809.553841,[M+H],3516771,646848,1748714,4935048,1134195,1398817,3471432,8332917,12868703
DG,DG(16:0_22:6),12.22,0.13,1%,2934146,2797116,95.30%,641.513952,[M+H],705519,4237767,#N/A,1363208,349216,#N/A,3194702,#N/A,7754467
TG,TG(18:1_18:1_18:2),24.01,0.05,0.20%,138536035,133497994,96.40%,900.801467,[M+NH4],#N/A,#N/A,876249,#N/A,267441312,147290544,#N/A,#N/A,#N/A
TG,TG(11:0_15:0_17:0),22.53,0.03,0.10%,9210547,8887012,96.50%,754.691916,[M+NH4],9782689,7058073,#N/A,25909334,15083512,4309289,#N/A,2190969,139966
DG,DG(P-7:0_14:1),5.83,0.19,3.20%,7890825,7628147,96.70%,414.357786,[M+NH4],5204737,649914,32557,13801331,251398,2068714,14984441,17329806,16694526
TG,TG(15:0_16:1_16:1),22.49,0.17,0.70%,8823262,8554530,97%,806.723217,[M+NH4],13806612,2681284,23705648,14253648,1229411,#N/A,3771450,#N/A,2314782
DG,DG(17:3_18:2),12.13,0.03,0.30%,1979442,1921368,97.10%,601.482651,[M+H],551937,606654,606771,2456050,359444,2534855,4723444,642377,5333449
PG,PG(38:2),16.88,0.03,0.20%,5174718,5070921,98%,825.561607,[M+Na],2504683,5552855,9476825,#N/A,3455940,609771,1216000,15649698,2931970
PC,PC(18:0_17:0),17.96,0.02,0.10%,5819825,5714241,98.20%,776.616382,[M+H],1702040,437759,1459629,10925885,6110118,4177661,15925685,#N/A,#N/A
DG,DG(O-29:7),9.66,0.03,0.40%,6622751,6501558,98.20%,516.404736,[M+NH4],6800369,2521271,915189,#N/A,2155775,3339011,18659368,11968277,#N/A
PE,PE(33:4),14.24,0.04,0.30%,4800044,4730350,98.50%,698.475531,[M+H],352485,10763469,1735979,#N/A,#N/A,#N/A,#N/A,#N/A,6348244
PC,PC(34:2),15.5,0.09,0.60%,698993056,692807113,99.10%,758.569432,[M+H],#N/A,1188881664,#N/A,#N/A,#N/A,209104448,#N/A,#N/A,#N/A
DG,DG(18:3_18:3),14.89,0.02,0.10%,14586985,14463088,99.20%,635.464596,[M+Na],35371120,4639574,31791932,25475332,2397109,3518841,25155414,2130529,803017
SM,SM(d40:1),19.05,0.03,0.10%,38051788,37852412,99.50%,787.668752,[M+H],3085921,#N/A,8100873,3240899,78315336,52894020,#N/A,#N/A,82673680
TG,TG(14:0_14:0_15:0),22.44,0.04,0.20%,5579838,5563955,99.70%,754.691916,[M+NH4],6876561,1990704,2581497,5162660,4092499,3250330,18708116,1976339,#N/A
LPE,LPE(16:1),2.44,0.03,1.20%,8255391,8249096,99.90%,452.277166,[M+H],10026405,726512,1897484,15390230,4455165,909509,16174635,23046412,1672170
TG,TG(18:3_18:3_18:3),20.8,0.29,1.40%,12880027,12986192,100.80%,890.723217,[M+NH4],17457968,#N/A,#N/A,33456124,#N/A,#N/A,8060171,2351728,3074143
TG,TG(18:1_16:0)+O:(s),12.03,0.02,0.20%,16388905,16629836,101.50%,647.485725,[M+Na],3308809,8764692,16141305,#N/A,12860042,8118669,49139916,#N/A,#N/A
TG,TG(12:0_15:0_15:0),22.32,0.02,0.10%,13365848,13596803,101.70%,740.676266,[M+NH4],6069550,2329461,#N/A,#N/A,4269740,8137625,36974936,#N/A,22413774
PC,PC(38:2),18.62,0.12,0.60%,47139707,48230895,102.30%,814.632032,[M+H],6264245,1791523,39581336,130257280,4319659,#N/A,#N/A,74402712,73361192
PC,PC(O-17:0_15:0),16.95,0.2,1.20%,9332254,9547509,102.30%,720.590167,[M+H],89154,4297665,462875,28320312,2724016,12727359,#N/A,14709547,11327103
TG,TG(3:0_13:1_16:1),11.27,0.04,0.30%,4521456,4638157,102.60%,579.461916,[M+H],638233,1006013,757961,9438706,1339943,1659937,9980100,12112962,3759247
DG,DG(O-20:2_13:1),19.05,0.05,0.30%,2555468,2631149,103%,563.503387,[M+H],1787978,910768,767481,2472056,1095784,3834694,184866,8813793,3131793
PG,PG(18:1_16:0),15.23,0.03,0.20%,3690008,3816515,103.40%,771.514657,[M+Na],5098067,#N/A,1950987,153402,1545208,#N/A,#N/A,#N/A,9702376
TG,TG(23:1_14:0)+O:(s),17.83,0.02,0.10%,3469768,3603279,103.80%,684.577281,[M+NH4],2658424,7109473,267461,#N/A,1121444,311880,5265624,9965685,1058152
TG,TG(18:4_16:0_16:1),22.21,0.1,0.50%,62827401,65695405,104.60%,842.723217,[M+NH4],23221376,#N/A,#N/A,#N/A,160023696,22336496,#N/A,#N/A,45728036
DG,DG(16:0_18:1),18.38,0.02,0.10%,2544541,2661341,104.60%,612.556151,[M+NH4],118971,380959,148643,4319603,391870,1121766,3937033,7041362,5440661
TG,TG(21:1_16:0)+O:(s),17.75,0.05,0.30%,2822606,2961024,104.90%,684.577281,[M+NH4],662711,278186,3603131,9153431,1549022,1955111,4578537,800721,#N/A
PE,PE(29:0),13.57,0.05,0.40%,5998057,6300804,105%,650.475531,[M+H],2775828,660505,8121021,1131149,3424061,2053815,15466877,2970242,17379020
Cer,Cer(t17:0_15:1),13.2,0.04,0.30%,5016462,5265183,105%,508.472421,[M+H-H2O],1256177,2719519,3410728,#N/A,3895006,15604476,3212864,#N/A,#N/A
TG,TG(17:0_14:0_14:0),24.15,0.04,0.20%,2013327,2118895,105.20%,782.723217,[M+NH4],1323315,949100,409765,#N/A,1674636,5709818,#N/A,#N/A,#N/A
TG,TG(16:1_18:3_18:3),21.69,0.04,0.20%,94978624,100350128,105.70%,866.723217,[M+NH4],196879872,165314336,4028859,#N/A,13691428,#N/A,#N/A,#N/A,#N/A
PC,PC(31:3),14.59,0.02,0.20%,74875088,79930931,106.80%,714.506832,[M+H],8452553,5306111,8998418,147395648,5054956,11613419,164832112,175574112,146648464
PA,PA(18:2_18:2),14.59,0.02,0.20%,74835337,79890436,106.80%,714.506832,[M+NH4],8452553,5306111,8998418,147037888,5054956,11613419,164832112,175574112,146648464
PE,PE(16:1_18:2),14.59,0.02,0.20%,74776800,79948129,106.90%,714.506832,[M+H],8452553,5306111,8998418,147037888,4528119,11613419,164832112,175574112,146648464
PC,PC(38:5),14.55,0.05,0.30%,1768754,1895018,107.10%,830.567027,[M+Na],182352,2239018,226684,5331364,1516049,332823,#N/A,3725541,596202
TG,TG(15:0_16:1_18:2),23.18,0.1,0.40%,27888283,29973866,107.50%,832.738867,[M+NH4],3757493,15506213,8013398,#N/A,28931996,9816595,39722816,#N/A,89469472
SM,SM(d36:1),16.26,0.05,0.30%,33656879,36406580,108.20%,731.606152,[M+H],4925047,30599222,19934620,103193184,#N/A,6150404,37138800,#N/A,#N/A
MePC,MePC(34:1),19.72,0.06,0.30%,3181804,3456775,108.60%,775.608557,[M+H],285739,3057004,968612,5231969,212963,346814,9785184,5566144,#N/A
TG,TG(9:0_18:1)+O:(s),7.6,0.06,0.80%,2698318,2938801,108.90%,544.42078,[M+NH4],1877910,1843228,15907,3678153,90415,64395,6952857,#N/A,7063683
PG,PG(14:0_16:0),13.04,0.04,0.30%,4082362,4452121,109.10%,712.512311,[M+NH4],4410051,3120752,2168572,1496457,2933507,13799771,#N/A,#N/A,647421
TG,TG(18:1_18:3_18:3)+O:(s),20.29,0.11,0.50%,12370861,13524721,109.30%,910.749431,[M+NH4],4892512,2979900,7986787,37363136,226089,8613467,#N/A,24534136,#N/A
PC,PC(29:1),16.71,0.14,0.80%,6729398,7364814,109.40%,690.506832,[M+H],3722306,2534058,1476969,21085444,1455246,1754115,10204097,2199217,16133126
TG,TG(24:2_16:1)+O:(s),17.67,0.06,0.30%,3032438,3342681,110.20%,722.592931,[M+NH4],687495,1217946,1539944,4403637,1024923,733240,8641604,567149,8476005
TG,TG(36:4_16:0)+OO:(s),20.53,0.06,0.30%,4206852,4683017,111.30%,904.759996,[M+NH4],2598705,3007530,682954,11755594,11578193,765054,#N/A,1058661,2208128
TG,TG(32:2_16:2)+O:(s),19.97,0.02,0.10%,7281267,8135598,111.70%,832.702481,[M+NH4],4101616,228543,175639,16086055,2654065,533538,#N/A,19509144,14961539
DG,DG(O-21:2),5.78,0.19,3.30%,5446202,6109751,112.20%,414.357786,[M+NH4],5204737,649914,4585216,2003719,610114,2492336,14984441,1790813,16694526
TG,TG(16:1_16:1_14:2),21.27,0.03,0.10%,7016347,7887410,112.40%,788.676266,[M+NH4],609418,3942286,3026180,21198266,4854255,4389641,451812,#N/A,17658922
PA,PA(31:0),16.07,0.05,0.30%,1894288,2134840,112.70%,652.491182,[M+NH4],1219036,1715294,1047561,2225124,479574,1096750,404161,#N/A,6966804
MePC,MePC(26:1),7.44,0.04,0.50%,1917832,2165268,112.90%,663.483356,[M+H],808548,465057,963471,6039718,863783,315266,5050864,331687,2422093
TG,TG(32:1_16:1)+OO:(s),20.15,0.05,0.20%,31884551,36164442,113.40%,852.728696,[M+NH4],4250630,9240134,26026200,103304304,21893150,26592890,#N/A,#N/A,#N/A
MePC,MePC(26:0),9.36,0.04,0.40%,16244350,18504373,113.90%,665.499007,[M+H],1390910,20030090,11774638,#N/A,#N/A,2649182,#N/A,10220084,51401196
PI,PI(45:0),20.87,0.03,0.10%,2284996,2604262,114%,1015.718502,[M+Na],215735,1244405,183024,2228563,7182694,2655556,#N/A,#N/A,#N/A
TG,TG(3:0_6:0_16:0),8.71,0.04,0.50%,12844591,14680349,114.30%,507.36561,[M+Na],1501208,19162880,7068507,#N/A,899264,35591096,#N/A,#N/A,#N/A
PC,PC(20:1_19:1),18.03,0.09,0.50%,3281391,3760792,114.60%,828.647682,[M+H],1157836,1500063,733778,9200136,1405961,2348976,10491810,1142904,1551052
TG,TG(16:0_16:0_18:1),24.25,0.08,0.30%,1994505,2286185,114.60%,850.785817,[M+NH4],555370,605924,1144067,#N/A,1663366,6003795,#N/A,#N/A,#N/A
TG,TG(13:0_14:0_14:1),21.36,0.03,0.20%,7711077,8893516,115.30%,724.644966,[M+NH4],1496996,190251,4744946,12785592,1618700,1965703,25709138,#N/A,13177294
LPC,LPC(22:6),2.46,0.03,1.20%,1803174,2145165,119%,568.339766,[M+H],0,754064,363614,649360,1067153,1423796,6143667,4023740,#N/A
PI,PI(O-34:1),15.83,0.02,0.20%,7746617,9271598,119.70%,823.569491,[M+H],3710299,1446792,3623709,#N/A,1694405,2908047,#N/A,25964504,14878566
PI,PI(34:2),13.88,0.01,0.10%,2778255,3363601,121.10%,852.559656,[M+NH4],#N/A,6659466,711294,#N/A,#N/A,#N/A,#N/A,#N/A,964005
TG,TG(12:1_6:0_16:0),14.73,0.03,0.20%,24484575,29837531,121.90%,626.535416,[M+NH4],2795392,18925252,5774984,3782805,1737513,19940632,#N/A,71984160,70935864
MGDG,MGDG(16:0_18:1),17.1,0.05,0.30%,18123302,22102000,122%,779.56437,[M+Na],3913621,#N/A,13260787,10993494,7368308,10453004,#N/A,62750596,#N/A
DG,DG(16:1_20:4),15.89,0.07,0.50%,7876695,9638428,122.40%,632.524851,[M+NH4],1691020,722783,930209,1434477,2173117,11413854,#N/A,24398138,20249966
TG,TG(15:0_16:0_18:1),23.92,0.26,1.10%,28399971,34937658,123%,836.770167,[M+NH4],#N/A,#N/A,549321,2566097,87817520,738490,31486352,#N/A,47242044
TG,TG(12:0_14:0_18:1),22.63,0.06,0.30%,42613202,53492125,125.50%,766.691916,[M+NH4],14558511,#N/A,8040239,#N/A,25756730,#N/A,#N/A,122097328,#N/A
PC,PC(15:0_18:1),15.96,0.05,0.30%,113272732,143427438,126.60%,746.569432,[M+H],63228468,40567968,58646616,#N/A,55082800,65447808,71083552,466812768,85311872
DG,DG(O-15:2_16:0),13.18,0.04,0.30%,8104709,10300591,127.10%,559.469681,[M+Na],223777,538482,8200157,23274234,1101466,9306579,1049512,27155382,2092793
DG,DG(O-17:1_20:5),20.61,0.04,0.20%,17597820,22467860,127.70%,630.545586,[M+NH4],4726397,4778517,3822696,66943084,5475313,29104432,1637949,#N/A,24294170
SM,SM(d32:1),12.71,0.04,0.30%,5884689,7512237,127.70%,675.543551,[M+H],1542695,4609763,#N/A,22387120,6612464,2006087,2409608,1625084,#N/A
PA,PA(30:1),13.53,0.03,0.20%,3028125,3888858,128.40%,636.459882,[M+NH4],266134,368158,313458,11230996,957333,1004335,#N/A,5088819,4995766
PG,PG(O-26:0_16:1),22.02,0.03,0.10%,12158206,15663688,128.80%,847.678648,[M+H],23234106,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1082307,#N/A
TG,TG(25:2_16:0)+OO:(s),16.83,0.02,0.10%,2283245,2940679,128.80%,754.619145,[M+NH4],#N/A,6681064,#N/A,814465,1097130,#N/A,540321,#N/A,#N/A
TG,TG(25:2_16:0)+O:(s),16.69,0.02,0.10%,4496804,5813030,129.30%,738.624231,[M+NH4],211481,842755,891459,16417264,1800509,7385302,3928855,#N/A,#N/A
TG,TG(21:5_15:1_18:3)+O:(s),18.49,0.06,0.30%,10813918,14028406,129.70%,911.673526,[M+Na],348699,6086905,433590,17511516,355497,2506168,19478846,39790124,#N/A
MePC,MePC(32:2),17.17,0.07,0.40%,13501108,17828057,132%,745.561607,[M+H],2691928,3440854,#N/A,#N/A,#N/A,7846930,40024720,#N/A,#N/A
MG,MG(O-28:2),15.9,0.02,0.10%,3833296,5073895,132.40%,498.488072,[M+NH4],1768409,1765890,1302470,#N/A,3073249,2932300,1799854,16295764,1728435
PA,PA(19:0_17:1),14.7,0.02,0.10%,2413497,3197475,132.50%,720.553782,[M+NH4],1280483,#N/A,587183,#N/A,#N/A,94788,#N/A,2139527,7965503
DG,DG(6:0_27:0),21.28,0.05,0.20%,2150146,2860400,133%,600.556151,[M+NH4],154470,1725263,1562340,9662540,1089147,1239776,1790906,883352,1243517
SPH,SPH(t20:1),2.44,0.03,1.10%,11695635,15558619,133%,366.297865,[M+Na],6705173,6271942,1126069,321636,4546808,4502567,24901068,45189816,#N/A
DG,DG(O-50:15),11.88,0.04,0.30%,2514414,3400501,135.20%,777.581637,[M+H],263900,10788704,1329878,2554747,1409236,1365690,#N/A,1307259,1095899
MePC,MePC(30:1),17.56,0.32,1.80%,17719484,24162490,136.40%,719.545957,[M+H],7418683,1689687,2486750,63794004,5306829,13897994,2179482,7155462,55546468
PC,PC(19:1_14:0),15.46,0.03,0.20%,26897362,37503408,139.40%,746.569432,[M+H],378447,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53416276
TG,TG(13:0_14:0_15:0),22.11,0.02,0.10%,1867130,2602337,139.40%,740.676266,[M+NH4],7667400,3651613,1106479,#N/A,1186443,532419,215698,434832,142158
TG,TG(26:5_27:2_29:5),24.49,0,0%,3264012,4616010,141.40%,1282.069863,[M+Na],#N/A,0,6528024,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DG,DG(13:1_16:1),11.87,0.07,0.60%,4725484,7031990,148.80%,545.417646,[M+Na],2109434,1637110,1805508,#N/A,1248342,1628249,#N/A,4121201,20528544
TG,TG(27:2_16:0)+OO:(s),18.74,0.05,0.30%,2783348,4144100,148.90%,782.650446,[M+NH4],1332454,1922240,1090142,1161638,1847472,232746,12950885,#N/A,1729205
PE,PE(16:1_14:0),13.94,0.05,0.40%,3338790,4996542,149.70%,662.475531,[M+H],591917,2866143,1546140,#N/A,91580,4635026,633051,15154867,1191599
TG,TG(18:2_18:2),12.69,0.07,0.60%,1751332,2642088,150.90%,648.519766,[M+NH4],1890244,287205,176258,6183477,86335,343322,6429253,183053,182840
PG,PG(P-15:2_16:0),12.2,0.04,0.30%,3505388,5295504,151.10%,689.475197,[M+H],290327,29482,903302,14247837,1453426,640164,11150342,1699300,1134314
PC,PC(14:1_17:1),15.43,0.09,0.60%,40471230,61750568,152.60%,716.522482,[M+H],5690282,891336,8591756,#N/A,3289060,7152405,150919136,106764632,#N/A
TG,TG(18:1_5:0_16:0)+O:(s),16.95,0.02,0.10%,11368019,17365035,152.80%,712.608581,[M+NH4],9629680,2605524,2481754,#N/A,6109576,5088976,#N/A,50338344,3322281
TG,TG(O-13:0_5:0_16:0),21.84,0.03,0.10%,1868295,2857524,152.90%,614.571801,[M+NH4],39043,1241609,363497,1694110,1542787,456532,1829437,367417,9280225
PC,PC(42:5),17.53,0.1,0.60%,2048444,3134740,153%,864.647682,[M+H],7639523,567552,318519,740566,976063,#N/A,#N/A,#N/A,#N/A
TG,TG(15:0_17:0_18:1),24.36,0.31,1.30%,37091130,57045472,153.80%,850.785817,[M+NH4],6384325,1146786,#N/A,2378000,#N/A,6638040,2357487,113972344,126760928
PC,PC(O-39:10),16.33,0.04,0.20%,16960949,26207882,154.50%,798.543217,[M+H],3559917,10173874,6545851,8172546,75842192,#N/A,12355803,2076459,#N/A
TG,TG(18:1_18:2_18:2),23.33,0.16,0.70%,73223695,114908745,156.90%,898.785817,[M+NH4],9721450,4080722,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,205868912
PE,PE(30:1),13,0.05,0.40%,13570956,21536148,158.70%,662.475531,[M+H],4168984,#N/A,1246018,60932000,3487046,7625365,1142879,#N/A,16394400
TG,TG(15:0_15:0_16:1),23.03,0.14,0.60%,19981027,32344331,161.90%,794.723217,[M+NH4],2524640,77734856,7867585,#N/A,5394829,6383226,#N/A,#N/A,#N/A
PC,PC(17:0_19:0),18.42,0.12,0.60%,6576979,11191568,170.20%,790.632032,[M+H],378530,4224641,5801261,3297193,2399290,1502427,4082302,36084620,1422548
TG,TG(O-16:2_21:1_21:1),24.91,0.03,0.10%,7237369,12557442,173.50%,925.858253,[M+H],102246,494251,39928408,9393588,3197608,1366740,3584605,3874920,3193956
TG,TG(16:1_15:0_16:0),23.2,0.12,0.50%,8700496,15720740,180.70%,808.738867,[M+NH4],#N/A,1227944,#N/A,#N/A,818588,478327,#N/A,32277124,#N/A
TG,TG(16:0_13:0_14:0),22.37,0.05,0.20%,2442582,4519800,185%,754.691916,[M+NH4],348534,833911,65668,#N/A,12591114,994311,288197,1976339,#N/A
PE,PE(15:0_15:1),13.57,0.03,0.20%,18435614,34377368,186.50%,662.475531,[M+H],5525343,96241696,7876041,#N/A,6084834,2969809,#N/A,2394103,7957473
PC,PC(O-32:1),15.8,0.04,0.20%,16903374,31594154,186.90%,718.574517,[M+H],86384360,7080345,1888252,#N/A,951220,21732342,#N/A,234581,52519
PC,PC(14:0_15:2),13.35,0.17,1.30%,8337785,15748646,188.90%,710.473126,[M+Na],2302742,243261,255439,8380952,322707,6756331,197503,7223338,49357792
TG,TG(3:0_16:0_13:1),13.18,0.03,0.20%,13921690,30105062,216.20%,603.459511,[M+Na],1443052,2453953,4982282,2269112,2406926,1752471,#N/A,82144032,#N/A
TG,TG(16:1_16:2_18:3),21.94,0.1,0.50%,2192744,4770483,217.60%,840.707566,[M+NH4],11927660,193952,#N/A,#N/A,414284,#N/A,113219,344327,163020
TG,TG(O-41:0_23:1),23.69,0.04,0.20%,8357093,22426085,268.30%,1037.981048,[M+Na],206337,308,67956592,5739113,920417,0,129133,246880,15057
TG,TG(18:0_18:0_18:0),20.77,0.06,0.30%,5452278,15504211,284.40%,908.864067,[M+NH4],160616,145944,1004687,404945,45532,181527,46789404,47282,290562
