Molecule List Name,Molecule,Molecule Formula,Precursor Mz,Precursor Adduct,Precursor Neutral Mass,Mean Best Retention Time,Stdev Best Retention Time,Cv Total Area,Allium_Ursinum_OE11-E4-P14NEG Sum Total Area,Auricularia_Polytricha_OE21-4-F7NEG Sum Total Area,Blastobotrys_Sp_LG1401_ESA_OE21-4-E8F45NEG Sum Total Area,Craterellus_Cornucopioides_OE21-4-F12NEG Sum Total Area,Equisetum_Arvense_OE11-E4-P11NEG Sum Total Area,Ginko_biloba_OE11-3-E4-P27NEG Sum Total Area,Labilithrix_luteola_1B3R5D0E2N Sum Total Area,Paenibacillus_Alginolyticus_2B2R5DOE2N Sum Total Area,Rhodococcus_Sp_OE11-3-E4-A1NEG Sum Total Area,Thallasiosira_weissflogii_P42NEG Sum Total Area,Ulva_P56NEG Sum Total Area,Valonia_P52NEG Sum Total Area
PC,PC(18:2_18:3),C44H78N1O8P1,824.544709,[M+HCOO],779.546506,10.26,0.04,100.2%,#N/A,#N/A,450158,1311071,377431,290073,#N/A,#N/A,11613,#N/A,#N/A,#N/A
PC,PC(16:1_20:4),C44H78N1O8P1,824.544709,[M+HCOO],779.546506,12.95,0.09,71.2%,#N/A,19630070,#N/A,14853117,#N/A,#N/A,#N/A,#N/A,#N/A,2577809,#N/A,#N/A
PC,PC(16:0_20:5),C44H78N1O8P1,824.544709,[M+HCOO],779.546506,13.55,0.06,172.9%,#N/A,5594969,9154090,112282,182640,#N/A,#N/A,0,#N/A,#N/A,0,0
PC,PC(18:2_18:2),C44H80N1O8P1,766.539229,[M-CH3]-,781.562156,13.37,0.02,186.4%,#N/A,153317,0,25474,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0
PC,PC(18:0_18:3),C44H82N1O8P1,828.576009,[M+HCOO],783.577806,15.34,0.06,263.4%,#N/A,6022834688,#N/A,#N/A,9174931,190197,0,#N/A,#N/A,10811130,300424,3060945
PC,PC(15:0_18:2),C41H78N1O8P1,788.544709,[M+HCOO],743.546506,15,0.07,270.2%,#N/A,80205,1061153,2943,0,0,1127,#N/A,#N/A,0,21407,0
PC,PC(15:0_18:2),C41H78N1O8P1,728.523579,[M-CH3]-,743.546506,14.99,0.05,284.5%,#N/A,0,77866,0,0,0,5455531,#N/A,#N/A,47250,139259,0
PC,PC(16:1_17:1),C41H78N1O8P1,728.523579,[M-CH3]-,743.546506,15.17,0.13,125.2%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99094,#N/A,1629592,#N/A,#N/A,#N/A
PC,PC(18:2_20:2),C46H84N1O8P1,854.591659,[M+HCOO],809.593456,16.27,0.03,192.1%,#N/A,636529,3183541,#N/A,0,#N/A,798,#N/A,#N/A,92982,195176,113525
PC,PC(20:1_18:2),C46H86N1O8P1,856.607309,[M+HCOO],811.609106,16.69,0.02,242.2%,#N/A,1093501,#N/A,5465505,16500,10811,0,#N/A,0,85450,35251,977
PC,PC(20:1_18:2),C46H86N1O8P1,796.58618,[M-CH3]-,811.609106,16.67,0.04,162.4%,#N/A,33043,#N/A,0,30868,0,993,#N/A,11749,0,0,0
PC,PC(14:1_18:2),C40H74N1O8P1,712.492279,[M-CH3]-,727.515206,13.83,0.05,115.5%,#N/A,32813878,32891146,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,#N/A,#N/A
PC,PC(17:0_18:2),C43H82N1O8P1,816.576009,[M+HCOO],771.577806,17.76,0.03,107.1%,#N/A,143139,203394,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,583189,0
PC,PC(16:2_18:2),C42H76N1O8P1,738.507929,[M-CH3]-,753.530856,12.04,0.03,125.4%,#N/A,16282,66145,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PC,PC(O-16:0_18:2),C42H82N1O7P1,788.581094,[M+HCOO],743.582891,16.57,0.03,110.1%,#N/A,0,#N/A,78099,25400,0,1158,#N/A,#N/A,#N/A,111557,83182
PC,PC(O-16:0_22:4),C46H86N1O7P1,840.612394,[M+HCOO],795.614191,17.11,0.06,153.4%,#N/A,#N/A,4373,299853,#N/A,20621,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PC,PC(16:2_2:0),C26H48N1O8P1,578.309958,[M+HCOO],533.311755,1.84,0.05,222.9%,#N/A,223287,#N/A,162147824,201752,0,#N/A,#N/A,0,#N/A,#N/A,#N/A
PC,PC(17:2_18:2),C43H78N1O8P1,752.523579,[M-CH3]-,767.546506,13.09,0.05,184.5%,#N/A,954735,2982186,2251,7360,0,#N/A,#N/A,#N/A,180898,#N/A,65202
PC,PC(18:2_23:0),C49H94N1O8P1,900.669909,[M+HCOO],855.671706,20.52,0,141.3%,#N/A,81913520,23917,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PC,PC(O-16:3_16:1),C40H74N1O7P1,756.518494,[M+HCOO],711.520291,10.31,0.04,179.7%,#N/A,1190052,5486,6127517,27054,#N/A,#N/A,#N/A,#N/A,#N/A,24302,#N/A
PEt,PEt(20:0_20:5),C45H79O8P1,777.543981,[M-H],778.551257,18.47,0.02,41.3%,#N/A,#N/A,8891,22277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13444,11547
PEt,PEt(16:0_16:2),C37H69O8P1,671.46573,[M-H],672.473006,14.24,0.07,181.2%,#N/A,0,709246,#N/A,2086612,#N/A,#N/A,2332,86615,6807625,#N/A,0
PEt,PEt(14:0_15:0),C34H67O8P1,633.45008,[M-H],634.457356,15.76,0.05,173.2%,#N/A,#N/A,#N/A,#N/A,#N/A,14690,0,76657200,#N/A,#N/A,#N/A,#N/A
PS,PS(18:2_20:2),C44H78N1O10P1,810.529059,[M-H],811.536335,15.94,0.04,223.6%,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,3160008,0,#N/A,0
PS,PS(22:0_20:5),C48H84N1O10P1,864.576009,[M-H],865.583285,16.25,0.05,231.9%,#N/A,7871035,2184063,94930,0,0,0,#N/A,326775,134561,82423,4782
PS,PS(23:0_22:5),C51H90N1O10P1,906.622959,[M-H],907.630235,17.82,0.03,187.1%,#N/A,#N/A,8139,52049,#N/A,#N/A,0,#N/A,#N/A,660571,2612014,2489
PS,PS(24:0_22:5),C52H92N1O10P1,920.63861,[M-H],921.645886,19.14,0.03,141.4%,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1893999,#N/A
PS,PS(P-18:4_20:4),C44H70N1O9P1,786.471544,[M-H],787.47882,10.19,0.09,172.2%,#N/A,0,#N/A,0,42168,#N/A,#N/A,#N/A,0,110425,28343698,21573912
PS,PS(14:0_18:1),C38H72N1O10P1,732.482109,[M-H],733.489385,13.27,0.04,122.5%,#N/A,65628300,17435900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80744,#N/A
PS,PS(17:2_16:0),C39H72N1O10P1,744.482109,[M-H],745.489385,9.65,0.11,249%,#N/A,19210,#N/A,2292,2667644,0,#N/A,#N/A,0,65124,56025,#N/A
PS,PS(18:1_18:2),C42H76N1O10P1,784.513409,[M-H],785.520685,16.18,0.03,194.2%,#N/A,#N/A,273918,#N/A,0,#N/A,0,#N/A,100890,24905698,8595090,13260
PS,PS(O-16:1_18:2),C40H74N1O9P1,742.502844,[M-H],743.51012,13.25,0.05,137%,#N/A,1943227,3543371,108646,18956,#N/A,#N/A,#N/A,#N/A,382146,224341,#N/A
PS,PS(18:2_16:3),C40H68N1O10P1,752.450809,[M-H],753.458085,11.54,0.02,134.6%,#N/A,#N/A,#N/A,202210,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,37476
PS,PS(P-5:0_18:2),C29H52N1O9P1,588.330693,[M-H],589.337969,2.73,0.05,141.1%,#N/A,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,768565,0,1133612
PS,PS(4:0_18:2),C28H50N1O10P1,590.309958,[M-H],591.317234,2.47,0.03,263.2%,#N/A,1464290,0,317003072,0,#N/A,#N/A,0,2254,0,#N/A,#N/A
PS,PS(P-8:0_18:2),C32H58N1O9P1,630.377644,[M-H],631.38492,5.28,0.03,115.6%,#N/A,1722509,7909788,591343,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PS,PS(9:0_18:2),C33H60N1O10P1,660.388208,[M-H],661.395484,3.64,0.03,134.7%,#N/A,4970139,#N/A,12303264,#N/A,#N/A,#N/A,#N/A,0,#N/A,0,#N/A
PS,PS(11:0_18:1),C35H66N1O10P1,690.435159,[M-H],691.442435,5.67,0.02,199.7%,#N/A,129,98703,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,#N/A
PS,PS(18:2_19:3),C43H74N1O10P1,794.497759,[M-H],795.505035,10.05,0.13,216.9%,#N/A,27107,#N/A,22912852,#N/A,#N/A,#N/A,#N/A,108763,419698,7710,#N/A
PS,PS(18:2_19:2),C43H76N1O10P1,796.513409,[M-H],797.520685,10.04,0.04,172.8%,#N/A,173616,#N/A,121660640,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PG,PG(16:0_15:2),C37H69O10P1,703.45556,[M-H],704.462836,8.4,0.03,211.4%,#N/A,131106,460039,13452236,0,#N/A,#N/A,#N/A,#N/A,#N/A,29570,#N/A
PG,PG(16:0_18:1),C40H77O10P1,747.51816,[M-H],748.525436,15.09,0.04,158.8%,#N/A,21239814,27825110,850122,3862,#N/A,0,#N/A,#N/A,2288275,0,#N/A
PG,PG(18:0_16:1),C40H77O10P1,747.51816,[M-H],748.525436,16.24,0.05,258.7%,#N/A,222988,#N/A,45394996,36094,36900,#N/A,491254,#N/A,90272,#N/A,11595
PG,PG(17:1_18:1),C41H77O10P1,759.51816,[M-H],760.525436,14.61,0.06,181.4%,#N/A,48682,#N/A,#N/A,0,338577,#N/A,14324,#N/A,0,34006,#N/A
PG,PG(16:1_20:5),C42H71O10P1,765.47121,[M-H],766.478486,11.39,0.03,126.2%,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8963803,4462637,91126
PG,PG(18:1_18:4),C42H73O10P1,767.48686,[M-H],768.494136,17.26,0.06,132.2%,#N/A,229183,47358,#N/A,4239,40964,34777,3669,#N/A,50878,#N/A,#N/A
PG,PG(O-16:2_15:2),C37H67O9P1,685.444995,[M-H],686.452271,11.61,0.04,98.7%,#N/A,446478,#N/A,#N/A,236340,393913,#N/A,0,#N/A,#N/A,44902,50396
PG,PG(P-15:2_16:0),C37H69O9P1,687.460645,[M-H],688.467921,9.18,0.04,112.9%,#N/A,99625,240858,#N/A,975355,377138,#N/A,#N/A,3084,#N/A,#N/A,#N/A
PG,PG(P-15:2_18:4),C39H65O9P1,707.429345,[M-H],708.436621,7.12,0.03,173.1%,#N/A,#N/A,#N/A,8980,18960270,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
PG,PG(16:1_16:3),C38H67O10P1,713.43991,[M-H],714.447186,8.81,0.04,234.2%,#N/A,0,#N/A,0,9471346,82566,0,#N/A,#N/A,107091,1319441,255526
PG,PG(16:1_16:1),C38H71O10P1,717.47121,[M-H],718.478486,11.48,0.01,68%,#N/A,#N/A,55520,#N/A,#N/A,106452,#N/A,10345,#N/A,#N/A,#N/A,116167
PG,PG(16:0_16:2),C38H71O10P1,717.47121,[M-H],718.478486,11.87,0.03,118%,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,5644,#N/A,2441816,2215156,455947
PG,PG(O-16:0_21:6),C43H75O9P1,765.507595,[M-H],766.514871,7.32,0.02,243.8%,#N/A,0,417616,0,#N/A,102156752,#N/A,#N/A,#N/A,#N/A,0,0
PG,PG(O-21:1_16:0),C43H85O9P1,775.585846,[M-H],776.593122,16.82,0.04,94.8%,#N/A,#N/A,#N/A,#N/A,30354,#N/A,#N/A,#N/A,#N/A,0,25481,74160
PG,PG(14:0_16:1),C36H69O10P1,691.45556,[M-H],692.462836,11.35,0.04,181.6%,#N/A,#N/A,#N/A,#N/A,#N/A,14573,0,#N/A,#N/A,22862100,1079981,3127367
PG,PG(16:0_17:1),C39H75O10P1,733.50251,[M-H],734.509786,13.77,0.01,141.4%,#N/A,#N/A,#N/A,67904,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A
PG,PG(18:0_19:1),C43H83O10P1,789.56511,[M-H],790.572386,16.65,0.02,213%,#N/A,#N/A,#N/A,#N/A,#N/A,6312,1054,3328,#N/A,10225912,397892,#N/A
PG,PG(18:1_20:1),C44H83O10P1,801.56511,[M-H],802.572386,16.09,0.02,154.1%,#N/A,0,0,#N/A,0,255398,#N/A,#N/A,#N/A,2214228,2904858,193545
PG,PG(O-29:3_16:1),C51H95O9P1,881.664096,[M-H],882.671372,19.24,0.03,175.4%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1217,10408,#N/A,253025,#N/A,14261
PG,PG(10:0_20:3),C36H65O10P1,687.42426,[M-H],688.431536,7.25,0.02,160.9%,#N/A,0,125093,#N/A,538997,#N/A,#N/A,2264,#N/A,0,185066,9036
PG,PG(15:1_18:2),C39H71O10P1,729.47121,[M-H],730.478486,12.7,0.03,99%,#N/A,#N/A,0,177046,#N/A,189572,#N/A,#N/A,#N/A,#N/A,#N/A,29889
PG,PG(19:0_4:0),C29H57O10P1,595.361659,[M-H],596.368935,4.99,0.01,173.2%,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,226849,#N/A
PG,PG(O-18:4_15:2),C39H67O9P1,709.444995,[M-H],710.452271,10.04,0.02,19.1%,#N/A,#N/A,#N/A,348842,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,364247,251102
PG,PG(17:3_18:4),C41H67O10P1,749.43991,[M-H],750.447186,11.49,0.04,158%,#N/A,#N/A,6613,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,104290
PG,PG(O-18:0_17:0),C41H83O9P1,749.570196,[M-H],750.577472,8.6,0,98.1%,#N/A,#N/A,#N/A,5501302,#N/A,2916936,#N/A,#N/A,#N/A,0,#N/A,#N/A
PG,PG(O-23:1_18:1),C47H91O9P1,829.632796,[M-H],830.640072,19.64,#N/A,#N/A,#N/A,#N/A,#N/A,3559575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PG,PG(14:0_12:0),C32H63O10P1,637.40861,[M-H],638.415886,13.48,0.01,141.4%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18972000,#N/A,#N/A,0,#N/A
PG,PG(11:0_15:0),C32H63O10P1,637.40861,[M-H],638.415886,13.58,0.02,141.4%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,945740,#N/A,#N/A,0,#N/A
PI,PI(16:0_18:3),C43H77O13P1,831.502904,[M-H],832.51018,10.92,0.12,95.4%,#N/A,0,#N/A,275510,#N/A,304316,#N/A,#N/A,#N/A,#N/A,782164,#N/A
PI,PI(16:2_18:1),C43H77O13P1,831.502904,[M-H],832.51018,12.41,0.02,75.5%,#N/A,323956,355202,#N/A,#N/A,#N/A,5066,#N/A,#N/A,#N/A,591435,#N/A
PI,PI(18:2_18:2),C45H79O13P1,857.518554,[M-H],858.52583,10.46,0.08,109.9%,#N/A,#N/A,#N/A,0,1169436,948246,#N/A,#N/A,#N/A,414752,178852,6255
PI,PI(36:2),C45H83O13P1,861.549854,[M-H],862.55713,14.88,0.03,201.6%,#N/A,28070760,95757592,#N/A,#N/A,43699,#N/A,0,289307,#N/A,118683,392658
PI,PI(17:0_16:1),C42H79O13P1,821.518554,[M-H],822.52583,12.08,0.04,173.2%,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,88755,#N/A,0,#N/A
PI,PI(19:0_16:1),C44H83O13P1,849.549854,[M-H],850.55713,14.81,0.01,244.9%,#N/A,55874,75312,#N/A,#N/A,#N/A,#N/A,#N/A,442918464,1388,0,0
PI,PI(20:3_16:0),C45H81O13P1,859.534204,[M-H],860.54148,13.73,0.04,88%,#N/A,232771296,188378768,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A
PI,PI(16:0_20:1),C45H85O13P1,863.565504,[M-H],864.57278,16.38,0.03,222.3%,#N/A,#N/A,#N/A,15239868,#N/A,0,1385,#N/A,67698,#N/A,0,#N/A
PI,PI(16:1_20:0),C45H85O13P1,863.565504,[M-H],864.57278,16.7,0.04,264.6%,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,0,4486294,0,0
PI,PI(15:2_16:2),C40H69O13P1,787.440304,[M-H],788.44758,3.36,0.05,173%,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,253,306348,#N/A
PI,PI(17:1_18:2),C44H79O13P1,845.518554,[M-H],846.52583,12.11,0.02,161.2%,#N/A,0,#N/A,#N/A,#N/A,17536,#N/A,#N/A,#N/A,#N/A,358366,#N/A
PI,PI(19:0_18:4),C46H81O13P1,871.534204,[M-H],872.54148,10.83,0.02,193.9%,#N/A,#N/A,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,1970732,#N/A,46514
PI,PI(15:0_19:0),C43H83O13P1,837.549854,[M-H],838.55713,15.41,0.01,136.2%,#N/A,#N/A,#N/A,#N/A,#N/A,10842,#N/A,#N/A,156386,42953,0,#N/A
PI,PI(41:2),C50H93O13P1,931.628104,[M-H],932.63538,12.2,0.04,77.6%,#N/A,#N/A,0,14599,#N/A,#N/A,#N/A,#N/A,23384,#N/A,31500,#N/A
PI,PI(P-49:15),C58H83O12P1,1001.554939,[M-H],1002.562215,15.83,0.02,141%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,243778,#N/A,345,#N/A
CL,CL(13:1_16:0),C38H74O15P2,831.44302,[M-H],832.450296,13.4,0.04,59.3%,#N/A,423712,287586,#N/A,#N/A,102917,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CL,CL(O-33:6_16:0_16:0),C74H134O16P2,1339.907437,[M-H],1340.914713,12.53,0.09,132.4%,#N/A,#N/A,#N/A,#N/A,1622902,53296,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CL,CL(O-15:2_16:0_16:0_18:2),C74H138O16P2,1343.938737,[M-H],1344.946013,14.71,0.03,144.3%,#N/A,5828284,1413436,#N/A,29653,227703,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CL,CL(O-65:4),C74H138O16P2,1343.938737,[M-H],1344.946013,14.78,0.04,115.9%,#N/A,6888755,8498111,#N/A,49598,3596,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CL,CL(O-35:7_16:0_16:0),C76H136O16P2,1365.923087,[M-H],1366.930363,14.74,0.04,113%,#N/A,59326,74899,#N/A,444157,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CL,CL(O-67:6),C76H138O16P2,1367.938737,[M-H],1368.946013,19.6,0.03,200%,#N/A,#N/A,0,69544,#N/A,#N/A,0,#N/A,#N/A,#N/A,0,#N/A
CL,CL(O-69:4),C78H146O16P2,1400.001337,[M-H],1401.008613,17.04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7045,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CL,CL(14:0_16:1_18:1_18:1),C75H140O17P2,1373.949302,[M-H],1374.956578,18.04,0.04,141.4%,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,16587,#N/A,#N/A,#N/A
cPA,cPA(18:3),C21H35O6P1,413.20985,[M-H],414.217126,2.46,0.03,165.7%,#N/A,3388838,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,101473,#N/A,#N/A
cPA,cPA(17:1),C20H37O6P1,403.2255,[M-H],404.232776,2.72,0.01,141.4%,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,11484905,#N/A,#N/A
cPA,cPA(18:0),C21H41O6P1,419.2568,[M-H],420.264076,4.84,0.03,53.6%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3214807,997226,2002999
cPA,cPA(20:4),C23H37O6P1,439.2255,[M-H],440.232776,2.45,0.03,156.5%,#N/A,#N/A,#N/A,#N/A,0,0,#N/A,#N/A,#N/A,13905224,2800545,1894292
cPA,cPA(22:5),C25H39O6P1,465.24115,[M-H],466.248426,2.78,0.01,39.5%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,361082,#N/A,203453
cPA,cPA(18:2),C21H37O6P1,415.2255,[M-H],416.232776,2.69,0.02,181.2%,#N/A,206982752,62511952,#N/A,0,#N/A,#N/A,#N/A,#N/A,4458512,0,121128
cPA,cPA(20:1),C23H43O6P1,445.27245,[M-H],446.279726,4.79,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MGMG,MGMG(16:0),C25H48O9,537.328036,[M+HCOO],492.329833,4.31,0.03,204.3%,#N/A,28693,231298,#N/A,#N/A,#N/A,#N/A,560,#N/A,92363,4710932,#N/A
MGMG,MGMG(16:0),C25H48O9,491.322557,[M-H],492.329833,4.36,0.1,157.6%,#N/A,0,197338,#N/A,#N/A,#N/A,#N/A,0,#N/A,32887,651609,#N/A
MGMG,MGMG(18:4),C27H44O9,557.296736,[M+HCOO],512.298533,2.08,0,141.4%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2095528,23127466,1143210
MGMG,MGMG(18:2),C27H48O9,561.328036,[M+HCOO],516.329833,4.38,0.02,141.4%,#N/A,#N/A,#N/A,#N/A,#N/A,2030862,#N/A,#N/A,#N/A,#N/A,0,#N/A
MGMG,MGMG(16:1),C25H46O9,535.312386,[M+HCOO],490.314183,2.63,0.02,106.6%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1084311168,307389472,84888968
MGMG,MGMG(16:1),C25H46O9,489.306907,[M-H],490.314183,2.62,0.06,107.6%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52695252,13484079,4894085
MGMG,MGMG(18:1),C27H50O9,563.343686,[M+HCOO],518.345483,4.16,0.03,234.5%,#N/A,185,66655,0,0,#N/A,0,655,#N/A,2627195,502045,114717
MGMG,MGMG(18:1),C27H50O9,517.338207,[M-H],518.345483,4.16,0.04,199.5%,#N/A,0,0,0,0,#N/A,0,121,#N/A,41426,30540,409
MGMG,MGMG(20:3),C29H50O9,587.343686,[M+HCOO],542.345483,3.21,0.02,162.4%,#N/A,41955,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9071898,753322,714609
MGMG,MGMG(16:2),C25H44O9,533.296736,[M+HCOO],488.298533,2.62,0.03,122.3%,#N/A,#N/A,#N/A,#N/A,115434,#N/A,#N/A,0,#N/A,#N/A,#N/A,31091
MGMG,MGMG(15:0),C24H46O9,523.312386,[M+HCOO],478.314183,3.18,0.02,100.8%,#N/A,276245,#N/A,274354,#N/A,804277,#N/A,0,#N/A,#N/A,348151,26261
MGMG,MGMG(17:0),C26H50O9,551.343686,[M+HCOO],506.345483,4.39,0.03,129.9%,#N/A,#N/A,95190,#N/A,#N/A,#N/A,0,#N/A,#N/A,6631833,5892312,328150
MGMG,MGMG(22:5),C31H50O9,611.343686,[M+HCOO],566.345483,2.88,0.02,133.1%,#N/A,#N/A,#N/A,204879,#N/A,#N/A,#N/A,#N/A,#N/A,2534820,14339772,#N/A
LPG,LPG(16:0),C22H45O9P1,483.272844,[M-H],484.28012,2.55,0.04,164.8%,#N/A,#N/A,#N/A,932623,#N/A,44580,#N/A,0,#N/A,600288000,1156025344,8713016
LPG,LPG(18:2),C24H45O9P1,507.272844,[M-H],508.28012,2.67,0.01,141.2%,#N/A,#N/A,#N/A,89722256,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75111
LPG,LPG(18:1),C24H47O9P1,509.288494,[M-H],510.29577,2.56,0.03,173.2%,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,788,#N/A,#N/A,#N/A,#N/A
LPG,LPG(18:0),C24H49O9P1,511.304144,[M-H],512.31142,4.2,0.09,174.6%,#N/A,23844,18475,802316,#N/A,#N/A,#N/A,#N/A,#N/A,2308042,25399,2939
LPG,LPG(19:1),C25H49O9P1,523.304144,[M-H],524.31142,3.53,0.02,173.1%,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,2000,#N/A,7700235,#N/A,#N/A
LPG,LPG(O-27:4),C33H61O8P1,615.40313,[M-H],616.410406,6.14,0.02,200%,#N/A,0,0,244247,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
LPG,LPG(15:1),C21H41O9P1,467.241544,[M-H],468.24882,2.36,0.05,172.7%,#N/A,450560,402134,3749894,104,12197,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SQMG,SQMG(16:0),C25H48O11S1,555.284457,[M-H],556.291733,2.97,0.06,167.9%,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,1871,33581408,119028384,682204
SQMG,SQMG(16:1),C25H46O11S1,553.268807,[M-H],554.276083,1.97,0.03,157.1%,#N/A,#N/A,#N/A,#N/A,#N/A,778138,#N/A,#N/A,#N/A,78286536,14744264,555172
SQMG,SQMG(17:0),C26H50O11S1,569.300107,[M-H],570.307383,2.85,0.03,122.5%,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,13512232,7214493,286904
SQMG,SQMG(18:2),C27H48O11S1,579.284457,[M-H],580.291733,2.14,0.03,214.5%,#N/A,0,0,#N/A,#N/A,#N/A,#N/A,0,#N/A,7460817,228624,658408
SQMG,SQMG(18:1),C27H50O11S1,581.300107,[M-H],582.307383,2.72,0.06,0.1%,#N/A,#N/A,#N/A,#N/A,#N/A,681307,#N/A,#N/A,#N/A,#N/A,680801,#N/A
LPA,LPA(18:2),C21H39O7P1,433.236065,[M-H],434.243341,2.62,0.03,193.7%,#N/A,1814354304,222927120,5454593,#N/A,#N/A,#N/A,#N/A,#N/A,137155,286116,#N/A
LPA,LPA(16:0),C19H39O7P1,409.236065,[M-H],410.243341,3.26,0.04,155.8%,#N/A,#N/A,#N/A,1793439,#N/A,19977,#N/A,9638,0,221357,1326793,8726
LPA,LPA(18:3),C21H37O7P1,431.220415,[M-H],432.227691,2.21,0.06,172.9%,#N/A,35263636,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,40838,#N/A,#N/A
LPA,LPA(16:1),C19H37O7P1,407.220415,[M-H],408.227691,2.99,0.02,91%,#N/A,#N/A,0,24424,#N/A,#N/A,2231,15675,#N/A,12850,#N/A,#N/A
LPA,LPA(18:4),C21H35O7P1,429.204765,[M-H],430.212041,2.1,0.04,173.1%,#N/A,#N/A,#N/A,304587968,#N/A,#N/A,#N/A,#N/A,#N/A,43960,#N/A,53970
Cer,Cer(d16:1_20:1)+O:(s),C36H69N1O4,624.520863,[M+HCOO],579.52266,15.6,0.02,85.9%,#N/A,228207,#N/A,#N/A,121253,#N/A,#N/A,0,#N/A,315098,#N/A,68059
Cer,Cer(d15:0_19:2),C34H65N1O3,580.494648,[M+HCOO],535.496445,15.17,0.06,129.6%,#N/A,3240368,303249,350020,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Cer,Cer(d37:1)+O:(s),C37H73N1O4,640.552163,[M+HCOO],595.55396,16.05,0.02,109.2%,#N/A,#N/A,19351,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1044848,2015842,237497
