Molecule List Name,Molecule,Molecule Formula,Precursor Mz,Precursor Adduct,Precursor Neutral Mass,Mean Best Retention Time,Stdev Best Retention Time,Cv Total Area,Allium_Ursinum_OE11-E4-P14POS Sum Total Area,Auricularia_Polytricha_OE21-4-F7POS Sum Total Area,Trichomonascus_vanleenenianus_OE21-4-E8F45POS Sum Total Area,Craterellus_Cornucopioides_OE21-4-F12POS Sum Total Area,Equisetum_Arvense_OE11-E4-P11POS Sum Total Area,Ginkgo_biloba_OE11-3-E4-P27POS Sum Total Area,Labilithrix_luteola_1B3R5D0E2 Sum Total Area,Paenibacillus_Alginolyticus_2B2R5DOE2 Sum Total Area,Rhodococcus_Sp_OE11-3-E4-A1POS Sum Total Area,Thalassiosira_weissflogii_P42POS Sum Total Area,Ulva_P56POS_20240924144544 Sum Total Area,Valonia_P52POS_20240924210008 Sum Total Area
TG,TG(23:6_2:0)+O:(s),C28H40O7,489.28468,[M+H],488.277404,1.66,0.03,225.20%,0,79488128,37716852,8320460,648210,207712,11431,158359,0,820637,800406,668096
TG,TG(23:6_2:0)+O:(s),C28H40O7,506.311229,[M+NH4],488.277404,1.68,0.05,213.10%,0,62509404,42130520,6992184,439174,133054,93237,0,28250,21594,2972752,196877
WE,WE(O-44:12),C44H64O2,642.524457,[M+NH4],624.490632,25.22,0.02,200%,0,#N/A,#N/A,#N/A,0,459497,#N/A,#N/A,0,#N/A,#N/A,#N/A
WE,WE(O-37:6),C37H62O2,556.508807,[M+NH4],538.474981,16.64,0.03,196.10%,0,#N/A,#N/A,#N/A,#N/A,#N/A,35939,2412347,#N/A,#N/A,0,#N/A
LPC,LPC(16:0),C24H50N1O7P1,496.339766,[M+H],495.33249,2.63,0.09,244.80%,0,0,#N/A,1996891,0,239746,0,0,40470,#N/A,#N/A,#N/A
LPC,LPC(20:4),C28H50N1O7P1,544.339766,[M+H],543.33249,3.38,0.04,115.50%,0,72547000,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,75664688,#N/A,#N/A
LPC,LPC(P-18:4),C26H46N1O6P1,500.313551,[M+H],499.306275,3.12,0.04,294.30%,0,#N/A,0,0,0,#N/A,5535,1753,#N/A,0,422104,0
LPC,LPC(17:1),C25H50N1O7P1,508.339766,[M+H],507.33249,3.2,0.06,290.10%,0,100548848,#N/A,2501269,0,117472,0,34941,#N/A,#N/A,397373,0
LPC,LPC(17:1),C25H50N1O7P1,530.321711,[M+Na],507.33249,3.2,0.05,149.10%,0,4480460,#N/A,0,0,0,70996,0,#N/A,#N/A,3889512,4231176
LPC,LPC(19:0),C27H56N1O7P1,538.386716,[M+H],537.37944,6.05,0.03,211.90%,0,6727421,291382,520885,#N/A,1872218,#N/A,0,0,407,#N/A,0
LPC,LPC(20:2),C28H54N1O7P1,548.371066,[M+H],547.36379,3.9,0.06,232.80%,0,#N/A,#N/A,1205311,0,#N/A,0,25665,#N/A,117694,0,#N/A
LPC,LPC(20:2),C28H54N1O7P1,570.353011,[M+Na],547.36379,3.9,0.06,178.10%,0,#N/A,#N/A,0,0,#N/A,15764,0,#N/A,26275,0,#N/A
LPC,LPC(20:1),C28H56N1O7P1,550.386716,[M+H],549.37944,5.14,0.07,187.70%,0,176696,#N/A,0,0,2562,0,119104,#N/A,#N/A,0,#N/A
LPC,LPC(P-21:5),C29H50N1O6P1,562.326796,[M+Na],539.337576,5.27,0.02,199.50%,0,23532372,#N/A,#N/A,#N/A,#N/A,#N/A,42925,#N/A,#N/A,0,#N/A
PC,PC(35:2),C43H82N1O8P1,794.567027,[M+Na],771.577806,16.05,0.03,241.10%,0,91157904,17674176,#N/A,0,0,0,0,#N/A,#N/A,3415651,1408
PC,PC(36:4),C44H80N1O8P1,782.569432,[M+H],781.562156,13.81,0.05,316%,0,11125571,30409304064,2169968,#N/A,#N/A,0,5109824,64505,0,0,0
PC,PC(36:4),C44H80N1O8P1,804.551377,[M+Na],781.562156,13.79,0.04,281.60%,0,17174,28063476,1226867,#N/A,#N/A,0,0,0,1902000,0,0
PC,PC(36:6),C44H76N1O8P1,778.538132,[M+H],777.530856,12.18,0.03,276.80%,0,120374,1416060,103090424,#N/A,0,#N/A,35912,7851,#N/A,#N/A,390295
PC,PC(O-36:3),C44H84N1O7P1,770.605817,[M+H],769.598541,16.6,0.06,282.90%,0,#N/A,0,0,#N/A,0,0,2288933,174712,0,72125,0
PC,PC(O-18:3_18:0),C44H84N1O7P1,770.605817,[M+H],769.598541,16.69,0.07,177.10%,0,1488,479891,1731719,0,#N/A,#N/A,4528803,174712,#N/A,216850,#N/A
PC,PC(O-38:6),C46H82N1O7P1,792.590167,[M+H],791.582891,18.02,0.02,160%,0,#N/A,#N/A,156958,#N/A,578434,0,#N/A,113072,58658,#N/A,0
PC,PC(39:3),C47H88N1O8P1,826.632032,[M+H],825.624756,17.61,0.03,232.10%,0,#N/A,1132909,32637276,283340,88948,0,#N/A,#N/A,#N/A,#N/A,#N/A
PC,PC(32:2),C40H76N1O8P1,730.538132,[M+H],729.530856,13.49,0.05,154.90%,0,#N/A,1644498560,11453763,#N/A,#N/A,#N/A,67894,#N/A,1376660608,841072,#N/A
PC,PC(P-27:8_13:0),C48H80N1O7P1,836.556462,[M+Na],813.567241,13.47,0.06,NaN,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,0,0,#N/A,#N/A,#N/A
PC,PC(16:2),C24H44N1O8P1,506.287731,[M+H],505.280455,2.05,0.04,179.50%,0,0,0,0,45337,67390,12755,0,#N/A,0,#N/A,#N/A
PC,PC(27:2),C35H66N1O8P1,660.459881,[M+H],659.452605,8.63,0.12,217.70%,0,7207182,66530,606757,#N/A,#N/A,#N/A,4863,#N/A,193582,806111,193362
PC,PC(39:10),C47H74N1O8P1,834.504426,[M+Na],811.515206,9.84,0.04,91.50%,0,209384,537413,585583,#N/A,#N/A,#N/A,#N/A,#N/A,712123,0,#N/A
PC,PC(25:1),C33H64N1O8P1,634.444231,[M+H],633.436955,8.24,0.03,228.50%,0,335318,10608262,#N/A,#N/A,0,#N/A,23174,#N/A,78459,1008063,#N/A
PC,PC(26:1),C34H66N1O8P1,648.459881,[M+H],647.452605,9.18,0.07,173%,0,5904804,40057168,#N/A,146031,#N/A,#N/A,71315,#N/A,#N/A,126003,13506433
PC,PC(O-36:6),C44H78N1O7P1,764.558867,[M+H],763.551591,14.36,0.04,214.20%,0,0,#N/A,#N/A,50342884,#N/A,#N/A,1778917,#N/A,0,#N/A,#N/A
PC,PC(40:4),C48H88N1O8P1,838.632032,[M+H],837.624756,16.87,0.02,223.40%,0,#N/A,16258312,#N/A,#N/A,0,#N/A,14818,#N/A,#N/A,0,#N/A
MePC,MePC(44:13),C53H81N1O8P1,891.577257,[M+H],890.569981,6.97,0.05,262.60%,0,0,#N/A,24443262,#N/A,0,#N/A,92638,#N/A,#N/A,0,65705
LPE,LPE(18:2),C23H44N1O7P1,478.292816,[M+H],477.28554,2.8,0.07,253.50%,0,4868260864,#N/A,181601360,#N/A,#N/A,34114,283055,#N/A,125287,2290160,#N/A
LPE,LPE(15:1),C20H40N1O7P1,438.261516,[M+H],437.25424,2.38,0.03,241.10%,0,32146520,1960173,522870,#N/A,#N/A,#N/A,209248,#N/A,0,#N/A,0
LPE,LPE(16:2),C21H40N1O7P1,450.261516,[M+H],449.25424,2.16,0.03,190.80%,0,10657958,#N/A,1651847,0,0,#N/A,#N/A,#N/A,0,3276228,0
LPE,LPE(17:2),C22H42N1O7P1,464.277166,[M+H],463.26989,2.42,0.03,154.30%,0,22689792,41026320,14094915,1051916,0,0,24772,#N/A,#N/A,#N/A,#N/A
PG,PG(34:3),C40H73O10P1,762.527961,[M+NH4],744.494136,13.04,0.03,165.30%,0,0,1299769,4056,#N/A,760293,#N/A,0,#N/A,#N/A,11719843,10775762
PG,PG(20:5_16:0),C42H73O10P1,786.527961,[M+NH4],768.494136,13.52,0.01,234.10%,0,#N/A,#N/A,0,0,92555,#N/A,0,#N/A,2374807,#N/A,#N/A
PG,PG(O-28:0_18:3),C52H99O9P1,916.736498,[M+NH4],898.702672,17.53,0.03,183.60%,0,0,#N/A,#N/A,15339863,16399591,#N/A,64649,#N/A,0,158902,0
PG,PG(37:2),C43H81O10P1,806.590562,[M+NH4],788.556736,15.96,0.03,223.60%,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,58993248,0,#N/A
PG,PG(15:1_16:0),C37H71O10P1,724.512311,[M+NH4],706.478486,10.56,0.05,243.20%,0,71150,0,#N/A,#N/A,18214,#N/A,571509,#N/A,#N/A,10750006,150526
PG,PG(21:6_16:0),C43H73O10P1,798.527961,[M+NH4],780.494136,7.55,0.04,187.10%,0,31911,221885,0,#N/A,262962,#N/A,9137,#N/A,76722,#N/A,1333741
PG,PG(24:1_16:0),C46H89O10P1,850.653162,[M+NH4],832.619336,15.23,0.04,200%,0,#N/A,#N/A,0,#N/A,53822,0,#N/A,#N/A,#N/A,#N/A,#N/A
PG,PG(O-17:3_23:2),C46H83O9P1,833.566692,[M+Na],810.577472,15.11,0.04,173.20%,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36564,#N/A,0,#N/A,#N/A
PG,PG(29:0),C35H69O10P1,698.496661,[M+NH4],680.462836,9.85,0.04,108.60%,0,#N/A,#N/A,1058441,#N/A,#N/A,#N/A,1276961,#N/A,#N/A,401949,0
PE,PE(36:5),C41H72N1O8P1,738.506832,[M+H],737.499556,9.56,0.05,153.30%,0,121090288,115784696,#N/A,#N/A,#N/A,#N/A,19880,#N/A,1246166,#N/A,435260
PE,PE(18:3_18:2),C41H72N1O8P1,738.506832,[M+H],737.499556,9.84,0.07,202.50%,0,62501840,18334058,177368528,385053,#N/A,#N/A,60279,#N/A,2072761,1145021,1125883
PE,PE(20:5_16:0),C41H72N1O8P1,738.506832,[M+H],737.499556,13.03,0.05,223%,0,1032294208,863096,782401,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,591565,#N/A
PE,PE(P-24:8_16:3),C45H68N1O7P1,766.480617,[M+H],765.473341,12.44,0.05,165.20%,0,#N/A,#N/A,#N/A,#N/A,0,34197,#N/A,#N/A,6418284,#N/A,20648200
PE,PE(22:4_16:0),C43H78N1O8P1,768.553782,[M+H],767.546506,15.74,0.02,202.90%,0,2982947,842824,31188800,#N/A,#N/A,#N/A,396258,#N/A,#N/A,1080410,#N/A
PE,PE(21:0_16:0),C42H84N1O8P1,762.600732,[M+H],761.593456,12.44,0.04,200%,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,13117872
PE,PE(29:5_16:0),C50H90N1O8P1,864.647682,[M+H],863.640406,12.48,0.03,144.10%,0,#N/A,2114821,3548752,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A
PE,PE(O-25:8_23:2),C53H88N1O7P1,882.637117,[M+H],881.629841,11.32,0.05,203.70%,0,48005,5647,#N/A,0,681355,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PE,PE(O-22:4_17:0),C44H82N1O7P1,768.590167,[M+H],767.582891,14.29,0.04,242.50%,0,#N/A,#N/A,0,57974,92882,#N/A,20797182,27459,#N/A,#N/A,#N/A
PA,PA(16:0_16:0),C35H69O8P1,666.506832,[M+NH4],648.473006,16.72,0.04,160.20%,0,3829329,#N/A,0,14779742,1503603,5678,5106929,163828,#N/A,#N/A,#N/A
PA,PA(5:0_14:0),C22H43O8P1,484.303381,[M+NH4],466.269556,2.43,0.02,183%,0,203374,275538,10868566,0,906507,0,78810,#N/A,#N/A,#N/A,11332607
PA,PA(5:0_16:0),C24H47O8P1,512.334681,[M+NH4],494.300856,3.92,0.04,137.80%,0,142893,#N/A,4572439,#N/A,#N/A,#N/A,2808,#N/A,#N/A,#N/A,2953562
PA,PA(O-24:1),C27H53O7P1,543.342112,[M+Na],520.352891,2.1,0.04,179%,0,8995499,4702626,0,#N/A,#N/A,0,112719,#N/A,0,1091094,752928
PA,PA(33:1),C36H69O8P1,678.506832,[M+NH4],660.473006,15.25,0.05,146.90%,0,3776966,#N/A,1054645,#N/A,#N/A,#N/A,27520,#N/A,23381924,8764555,#N/A
PA,PA(26:0),C29H57O8P1,582.412932,[M+NH4],564.379106,7.19,0.05,220.10%,0,209961,#N/A,3617850,0,262062,#N/A,11020396,0,#N/A,0,0
PA,PA(26:0),C29H57O8P1,587.368327,[M+Na],564.379106,7.19,0.04,198.50%,0,0,#N/A,980087,0,351068,#N/A,2664445,0,#N/A,48800,0
Hex1Cer,Hex1Cer(d36:3),C42H77N1O8,724.572195,[M+H],723.564919,14.86,0.03,249.60%,0,39236088,#N/A,2050548,0,#N/A,#N/A,0,0,0,#N/A,#N/A
Cer,Cer(d20:1_18:1),C38H73N1O3,592.566321,[M+H],591.559045,19.59,0.05,311.80%,0,0,44180,128292,20087,0,19507456,55776,0,701,#N/A,#N/A
PS,PS(19:4_20:5),C45H70N1O10P1,816.481011,[M+H],815.473735,10.23,0.03,219.30%,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9804519,152786,#N/A
PS,PS(36:3),C42H76N1O10P1,786.527961,[M+H],785.520685,13.09,0.04,232.30%,0,0,0,#N/A,0,#N/A,#N/A,0,126220,1350389,0,239217
PI,PI(22:3_18:4),C49H81O13P1,909.548756,[M+H],908.54148,16.7,0.04,173.20%,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,7172072,#N/A
PI,PI(P-18:4_16:1),C43H73O12P1,830.517791,[M+NH4],812.483965,6.65,0.05,254.50%,0,10082,0,#N/A,#N/A,36121508,#N/A,#N/A,#N/A,30025,1038240,157462
PI,PI(16:0_18:2),C43H79O13P1,852.559656,[M+NH4],834.52583,13.41,0.05,173.80%,0,6065979,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,862056,#N/A,1234381
PI,PI(P-15:2_20:0),C44H81O12P1,850.580391,[M+NH4],832.546565,10.49,0.04,192.70%,0,#N/A,77638,#N/A,#N/A,0,#N/A,38710,#N/A,#N/A,509964,0
PI,PI(33:1),C42H79O13P1,845.515051,[M+Na],822.52583,12.22,0.04,223.40%,0,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,4159983,#N/A,0,2342
Co,Co(Q9),C54H82O4,795.628587,[M+H],794.621311,19.49,0.05,190.20%,0,1707990,35897,#N/A,0,#N/A,1068,2372121,#N/A,160203,0,0
Co,Co(Q9),C54H82O4,812.655137,[M+NH4],794.621311,19.5,0.05,285.10%,0,0,0,#N/A,0,#N/A,0,17676266,#N/A,794695,0,35963
MGDG,MGDG(18:0_16:1),C43H80O10,774.608975,[M+NH4],756.575149,16.77,0.03,190.70%,0,647665,#N/A,13733,#N/A,#N/A,#N/A,#N/A,#N/A,18178276,#N/A,#N/A
MGDG,MGDG(32:5),C41H68O10,738.515074,[M+NH4],720.481249,10.8,0.15,173.10%,0,83212,92652,2170008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,95488456,237601584
MGDG,MGDG(14:0_14:0),C37H70O10,692.530724,[M+NH4],674.496899,13.09,0.03,134.30%,0,#N/A,0,#N/A,#N/A,#N/A,10039,494558,#N/A,172432,#N/A,181083
MGDG,MGDG(14:0_16:0),C39H74O10,720.562024,[M+NH4],702.528199,15.2,0.02,165.80%,0,#N/A,#N/A,30458,1023922,1619096,#N/A,0,#N/A,8687986,19183354,#N/A
MGDG,MGDG(15:0_16:1),C40H74O10,732.562024,[M+NH4],714.528199,14.65,0.03,244.70%,0,0,0,#N/A,169534,#N/A,#N/A,0,#N/A,242926064,#N/A,#N/A
MGDG,MGDG(16:2_16:2),C41H70O10,745.486119,[M+Na],722.496899,11.38,0.03,260.10%,0,#N/A,75349,0,0,0,#N/A,#N/A,#N/A,32910650,415622,#N/A
MGDG,MGDG(18:1_20:5),C47H78O10,820.593325,[M+NH4],802.559499,14.35,0.06,139.90%,0,#N/A,#N/A,#N/A,183870,#N/A,#N/A,#N/A,#N/A,253993904,8578146,147025664
CL,CL(P-18:0_18:2),C45H84O15P2,927.535822,[M+H],926.528546,10.75,0.02,NaN,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A
DGDG,DGDG(16:0_16:1),C47H86O15,908.630498,[M+NH4],890.596672,12.8,0.05,170%,0,#N/A,1839606,#N/A,#N/A,#N/A,#N/A,15442,#N/A,13903046,#N/A,#N/A
DGDG,DGDG(16:1_18:1),C49H88O15,934.646148,[M+NH4],916.612323,14.61,0.04,209%,0,#N/A,#N/A,0,4362458,7773664,1214932,65797,#N/A,99104464,3027032832,6075591168
DGDG,DGDG(16:2_20:5),C51H82O15,952.599198,[M+NH4],934.565372,10.24,0.04,182.90%,0,#N/A,#N/A,10147,#N/A,#N/A,#N/A,#N/A,#N/A,171713,#N/A,2598635
DGDG,DGDG(16:2_20:5),C51H82O15,957.554593,[M+Na],934.565372,10.25,0.03,179.40%,0,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,136152,#N/A,1570092
DGDG,DGDG(16:0_22:5),C53H90O15,984.661798,[M+NH4],966.627973,14.41,0.03,222.80%,0,#N/A,#N/A,#N/A,0,0,#N/A,#N/A,#N/A,189997,17514022,209916736
DGDG,DGDG(20:4_20:4),C55H88O15,1006.646148,[M+NH4],988.612323,12.88,0,172.90%,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,873634,835199488
LPI,LPI(18:2),C27H49O12P1,614.32999,[M+NH4],596.296164,2.25,0.01,118.10%,0,15226900,20640592,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A
PIP,PIP(22:4_16:1),C47H82O16P2,982.541637,[M+NH4],964.507811,8.11,0.04,200%,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2132,0,0
PIP,PIP(22:3_16:0),C47H86O16P2,986.572937,[M+NH4],968.539111,11.26,0.04,215.40%,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4011,289569408,8855156
PIP,PIP(18:1_16:0),C43H82O16P2,934.541637,[M+NH4],916.507811,11.53,0.03,200%,0,33855,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,0
DG,DG(P-4:0_20:6),C27H40O4,451.281881,[M+Na],428.29266,2.55,0.04,172.10%,#N/A,#N/A,#N/A,#N/A,403322,#N/A,#N/A,11448,#N/A,6081948,#N/A,304307
DG,DG(O-5:0_16:1),C24H46O4,416.373436,[M+NH4],398.33961,9.58,0.03,36.20%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,115858,60652,#N/A,131422,#N/A,#N/A
DG,DG(O-5:0_15:0),C23H46O4,404.373436,[M+NH4],386.33961,10.43,0.01,173.20%,#N/A,#N/A,15676546,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DG,DG(P-24:6),C27H40O4,429.299936,[M+H],428.29266,3.42,0.05,157.20%,#N/A,#N/A,10181022,19371002,740057,#N/A,2030,140809,#N/A,#N/A,237393,#N/A
DG,DG(O-5:0_16:0),C24H48O4,418.389086,[M+NH4],400.35526,11.85,0.03,94.60%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90970,18062,#N/A,#N/A,#N/A,#N/A
DG,DG(O-5:0_18:1),C26H50O4,444.404736,[M+NH4],426.37091,11.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18600,#N/A,#N/A,#N/A,#N/A
DG,DG(O-24:6),C27H42O4,431.315586,[M+H],430.30831,3.31,0.07,177%,#N/A,7363187,37895076,#N/A,#N/A,777032,#N/A,#N/A,17230,61253,#N/A,#N/A
DG,DG(P-6:0_18:2),C27H48O4,459.344481,[M+Na],436.35526,6.31,0.03,219%,#N/A,19226,58312,23186954,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,316488,0
DG,DG(P-5:0_22:5),C30H48O4,490.389086,[M+NH4],472.35526,3.73,0.03,170.70%,#N/A,#N/A,64781072,#N/A,#N/A,#N/A,#N/A,83619,#N/A,#N/A,535460,#N/A
DG,DG(O-42:10),C45H70O4,675.534687,[M+H],674.527411,16.34,0.07,235.40%,#N/A,#N/A,#N/A,23369110,0,431572,198098,#N/A,#N/A,60304,#N/A,95963
DG,DG(O-23:5_18:1),C44H76O4,691.563582,[M+Na],668.574361,16.83,0.05,184.80%,#N/A,16985888,#N/A,4718604,#N/A,#N/A,#N/A,0,0,0,#N/A,318205
DG,DG(22:3_18:2),C43H74O5,693.542846,[M+Na],670.553626,15.46,0.14,23.30%,#N/A,#N/A,#N/A,#N/A,#N/A,5782783,#N/A,#N/A,#N/A,8067591,#N/A,#N/A
DG,DG(P-6:0_18:1),C27H50O4,461.360131,[M+Na],438.37091,8.25,0.03,41.70%,#N/A,62717,157176,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,128916
DG,DG(P-25:8_18:2),C46H70O4,704.561237,[M+NH4],686.527411,16.51,0.04,187.40%,#N/A,0,#N/A,900786,100378,#N/A,#N/A,#N/A,#N/A,#N/A,38288,0
DG,DG(P-25:8_18:0),C46H74O4,708.592537,[M+NH4],690.558711,18.74,0.07,114.10%,#N/A,687029,#N/A,1291629,#N/A,#N/A,#N/A,#N/A,#N/A,0,390629,0
DG,DG(6:0_7:0),C16H30O5,325.198545,[M+Na],302.209324,1.3,0.03,51%,#N/A,23957,45197,#N/A,#N/A,#N/A,#N/A,31023,#N/A,#N/A,16425,11917
DG,DG(6:0_9:0),C18H34O5,348.27445,[M+NH4],330.240624,1.84,0.04,224.60%,#N/A,257990,#N/A,3853544,#N/A,9410,4923,22028,#N/A,0,#N/A,#N/A
DG,DG(3:0_20:5),C26H40O5,450.3214,[M+NH4],432.287575,1.9,0.02,169.30%,#N/A,206858,138340,1963702,#N/A,413691,50786,56377,13435,#N/A,3379706,50633
DG,DG(P-6:0_18:4),C27H44O4,433.331236,[M+H],432.32396,6.65,0.01,69.20%,#N/A,41547,#N/A,#N/A,#N/A,#N/A,63894,1526,44122,#N/A,#N/A,#N/A
DG,DG(24:6),C27H40O5,445.294851,[M+H],444.287575,2.31,0.04,176.30%,#N/A,144541,5915554,761709,#N/A,422464,0,59716,#N/A,124875,#N/A,1685069
DG,DG(20:5_4:0),C27H42O5,447.310501,[M+H],446.303225,4.52,0.02,114.20%,#N/A,1174296,#N/A,1862916,#N/A,#N/A,#N/A,#N/A,#N/A,39843,55779,#N/A
DG,DG(6:0_21:3),C30H52O5,493.388751,[M+H],492.381475,19,0.04,145.80%,#N/A,102781,1294964,5668583,#N/A,#N/A,#N/A,0,#N/A,1380368,364907,#N/A
DG,DG(P-13:1_18:4),C34H56O4,551.407081,[M+Na],528.41786,8.29,0.02,175.10%,#N/A,#N/A,301060,5263435,397499,0,#N/A,#N/A,#N/A,#N/A,419373,#N/A
DG,DG(P-15:2_18:4),C36H58O4,572.467336,[M+NH4],554.433511,12.64,0.03,221.90%,#N/A,#N/A,205512,254283552,#N/A,#N/A,#N/A,0,#N/A,#N/A,1107102,218992
DG,DG(6:0_27:8),C36H54O5,584.430951,[M+NH4],566.397125,7.57,0.02,221.70%,#N/A,34791,#N/A,117885992,#N/A,#N/A,#N/A,#N/A,288181,0,466551,#N/A
DG,DG(26:8_7:0),C36H54O5,584.430951,[M+NH4],566.397125,7.67,0.04,206.10%,#N/A,312475,4440457,#N/A,0,716907,#N/A,#N/A,419380,0,8629,0
DG,DG(33:8),C36H54O5,567.404401,[M+H],566.397125,8.97,0.02,164.80%,#N/A,#N/A,#N/A,#N/A,561080,#N/A,#N/A,#N/A,#N/A,18932,0,#N/A
DG,DG(33:4),C36H62O5,592.493551,[M+NH4],574.459725,11.71,0.02,159.20%,#N/A,10882810,#N/A,28434916,94747,137527,0,0,#N/A,#N/A,41318340,66890
DG,DG(P-15:2_20:6),C38H58O4,596.467336,[M+NH4],578.433511,11.25,0.03,141.40%,#N/A,#N/A,0,3106070,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DG,DG(P-15:2_22:6),C40H62O4,629.454031,[M+Na],606.464811,7.64,0.02,198.80%,#N/A,0,#N/A,53121912,#N/A,#N/A,#N/A,0,#N/A,232695,#N/A,#N/A
DG,DG(O-24:6_18:1),C45H76O4,698.608187,[M+NH4],680.574361,17.14,0.07,141.40%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,83521,#N/A,0,#N/A,#N/A,#N/A
DG,DG(O-12:1_19:2),C34H62O4,552.498636,[M+NH4],534.464811,12.99,0.04,164.90%,#N/A,8635161,27310114,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,0,#N/A
DG,DG(P-28:6),C31H48O4,485.362536,[M+H],484.35526,11.83,0.04,101.80%,#N/A,49508,#N/A,#N/A,#N/A,#N/A,540215,197848,#N/A,#N/A,#N/A,88963
DG,DG(P-8:0_19:1),C30H56O4,498.451686,[M+NH4],480.41786,16.57,0.01,147.50%,#N/A,#N/A,#N/A,#N/A,#N/A,130825,7318,7020,#N/A,#N/A,#N/A,#N/A
DG,DG(O-13:0_18:1),C34H66O4,556.529936,[M+NH4],538.496111,18.74,0.03,103.20%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18733,#N/A,23565,114444,#N/A,#N/A
DG,DG(O-15:1_19:1),C37H70O4,596.561237,[M+NH4],578.527411,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DG,DG(33:0),C36H70O5,600.556151,[M+NH4],582.522326,18,0.03,81.40%,#N/A,#N/A,#N/A,#N/A,213370,47712,163570,23256,#N/A,#N/A,#N/A,#N/A
DG,DG(13:0_15:0),C31H60O5,530.477901,[M+NH4],512.444075,13.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,77983,#N/A,#N/A,#N/A,#N/A
DG,DG(O-5:0_24:0),C32H64O4,535.469681,[M+Na],512.480461,10.62,0.03,101.40%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,162465,#N/A,77897,#N/A,0,#N/A
DG,DG(P-31:1),C34H64O4,537.487737,[M+H],536.480461,19.94,0.06,86.70%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,533698,502170,0,#N/A,#N/A,#N/A
DG,DG(15:0_15:0),C33H64O5,563.464596,[M+Na],540.475375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DG,DG(O-23:5_15:2),C41H68O4,642.545586,[M+NH4],624.511761,10.25,0.08,220.20%,#N/A,0,#N/A,#N/A,#N/A,#N/A,43357276,223524,96465,222311,#N/A,#N/A
DG,DG(O-43:13),C46H66O4,700.529936,[M+NH4],682.496111,12.25,0.03,241.40%,#N/A,#N/A,#N/A,87075008,0,#N/A,0,1051977,14341,#N/A,#N/A,0
DG,DG(P-10:0_22:3),C35H62O4,569.454031,[M+Na],546.464811,7.44,0.03,117.10%,#N/A,#N/A,0,#N/A,551041,2797352,#N/A,#N/A,#N/A,#N/A,3025650,44589
DG,DG(P-28:8_20:5),C51H74O4,768.592537,[M+NH4],750.558711,15.1,0.01,174.10%,#N/A,1912690,#N/A,#N/A,#N/A,0,9628,17115468,#N/A,#N/A,#N/A,#N/A
DG,DG(P-9:0_13:0),C25H48O4,430.389086,[M+NH4],412.35526,5.38,0.05,184.90%,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,46329524,1954531,856632
